Group Name,Aviary Name,Cage,Species Name,Male Parent Ring no,Female Parent Ring no,Egg no,Date of incubation,Egg type,Date of fertile,Remark,Pip Weight,Pip Date,Hatch Weight,Hatch Date,Shell weight,Hatch Type,Shell Thick,Dis type,Dis Date
Parrot,Aruvi,A11,Gray parrot,CKR0038,JFS46,2568,24 February 2022,,,,,,,,,,,,
Conure,Sun Conure,B03,Sun Conure,GB3167,GB2871,6263,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B03,Sun Conure,GB3167,GB2871,6264,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,A11,Sun Conure,CKRD1203,CKRD344,6265,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B38,Sun & Janday Conure,GB3047,GB3323,6266,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,A31,Sun Conure,GB2875,GB3215,6267,25 February 2022,DIS,,,,,,,,,,Early,05-03-2022
Conure,Sun Conure,A36,Sun Conure,CKRC251,CKRC256,6268,25 February 2022,DIS,,,,,,,,,,Early,05-03-2022
Conure,Sun Conure,B12,Sun & Janday Conure,GB2701,GB3332,6269,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B39,Sun Conure,GB2956,Ckr153,6270,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,A51,Sun Conure,CKRD303,CKRD214,6271,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,A51,Sun Conure,CKRD303,CKRD214,6272,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B51,Nanday Conure,CKRB046,CKRB193,6273,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B52,Nanday Conure,CKR374,CKRA169,6274,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,A52,Sun Conure,GB2773,GB2602,6275,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Lory,H25,Sun & Janday Conure,Ckr21,Ckr057,6276,25 February 2022,Infertile,,,,,,,,,,,
Conure,Lory,I08,Crimson Bellied conure,376,FAESAL547,6277,25 February 2022,DIS,05 March 2022,,,,,,,,,Mid,11-03-2022
Conure,Lory,I04,Crimson Bellied conure,163,3879,6278,25 February 2022,Infertile,,,,,,,,,,,
Conure,Lory,I04,Crimson Bellied conure,163,3879,6279,25 February 2022,Infertile,,,,,,,,,,,
Lory ,Lory,F05,Red Collared Lorikeet,CKRC306,CKRC279,6280,25 February 2022,DIS,03 March 2022,,,,,,,,,Early,05-03-2022
Lory ,Lory,E47,Red Collared Lorikeet,CKRD1589,CKRC222,6281,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,E47,Red Collared Lorikeet,CKRD1589,CKRC222,6282,25 February 2022,DIS,,,,,,,,,,Early,05-03-2022
Lory ,Lory,E27,Red Lory ,ABW4849,ABW5154,6283,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,E25,Red Collared Lorikeet,YMSBRC773,YO5067,6284,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,D24,Olive Swainson Lorikeet,CKRB215,TSNZ80,6285,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,E24,Red Collared Lorikeet,GYYYO5078,4l7858,6286,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,E21,Swainson Lorikeet,CKRC249,CKRD1489,6287,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Lory ,Lory,E05,Red Collared Lorikeet,CKRC225,CKRB149,6288,25 February 2022,Fertile,05 March 2022,,,,,,,,,,
Conure,Sun Conure,B03,Sun Conure,GB3167,GB2871,6289,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Conure,Sun Conure,B38,Sun & Janday Conure,GB3047,GB3323,6290,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Conure,Sun Conure,B39,Sun Conure,GB2956,Ckr153,6291,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,E43,Red Collared Lorikeet,CKRC315,CKRC294,6292,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Conure,Sun Conure,B11,Sun Conure,GB2754,GB2759,6293,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Conure,Sun Conure,B12,Sun & Janday Conure,GB2701,GB3332,6294,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Conure,Sun Conure,A36,Sun Conure,CKRC251,CKRC256,6295,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,D24,Olive Swainson Lorikeet,CKRB215,TSNZ80,6296,01 March 2022,DIS,08 March 2022,,,,,,,,,Mid,11-03-2022
Conure,Sun Conure,B52,Nanday Conure,CKR374,CKRA169,6297,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,D11,Green Napped Lorikeet,YUV400,YUV287,6298,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,D27,Red Lory ,CKRC283,CKRC202,6299,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,E24,Red Collared Lorikeet,GYYYO5078,4l7858,6300,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,D30,Swainson Lorikeet,CKRA480,CKRA417,6301,01 March 2022,DIS,08 March 2022,,,,,,,,,Mid,10-03-2022
Lory ,Lory,E40,Swainson Lorikeet,CKRC309,CKRC411,6302,01 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,E21,Swainson Lorikeet,CKRC249,CKRD1489,6303,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Parrot,Lory,I05,Caique,CKR21,OMC038,6304,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,E10,Swainson Lorikeet,CKRC369,CKRC263,6305,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,E02,Duyvenbode Lory,395,392,6307,01 March 2022,Fertile,08 March 2022,,,,,,,,,,
Lory ,Lory,E45,Scaly Breasted Lorikeet,TC6AQ238,AP8377,6306,02 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,B02,Sun Conure,CKRC221,CKRD316,6308,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,B02,Sun Conure,CKRC221,CKRD316,6309,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,A02,Sun Conure,CKRB157,GB3071,6310,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A02,Sun Conure,CKRB157,GB3071,6311,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,B04,Sun Conure,CKRD216,CKRD1380,6312,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,B04,Sun Conure,CKRD216,CKRD1380,6313,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,B11,Sun Conure,GB2754,GB2759,6315,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A11,Sun Conure,CKRD1203,CKRD344,6316,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,B12,Sun & Janday Conure,GB2701,GB3332,6317,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A22,Sun Conure,GB2783,GB2785,6318,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A24,Sun Conure,Ckr190,ckr2788,6319,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,A24,Sun Conure,Ckr190,ckr2788,6320,06 March 2022,Infertile,,,,,,,,,,,
Conure,Sun Conure,A31,Sun Conure,GB2875,GB3215,6321,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,B32,Sun Conure,GB2874,GB3126,6322,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,B32,Sun Conure,GB2874,GB3126,6323,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A35,Sun Conure,CKRD843,CKRC324,6324,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A56,Sun Conure,GB2898,GB2933,6325,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Sun Conure,A56,Sun Conure,GB2898,GB2933,6326,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Parrot,Lory,I05,Caique,CKR21,OMC038,6327,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Lory,I04,Crimson Bellied conure,163,3879,6328,06 March 2022,Infertile,,,,,,,,,,,
Conure,Lory,I04,Crimson Bellied conure,163,3879,6329,06 March 2022,Infertile,,,,,,,,,,,
Conure,Lory,J07,Sun Conure,CKRD1383,CKRD151,6330,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Lory,J07,Sun Conure,CKRD1383,CKRD151,6331,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Conure,Lory,K13,Sun Conure,CKRE1767,CKRE2004,6332,06 March 2022,DIS,10 March 2022,,,,,,,,,Early,13-03-2022
Lory ,Lory,F25,Olive Swainson Lorikeet,7L6689,CKRD579,6333,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,F25,Olive Swainson Lorikeet,7L6689,CKRD579,6334,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,F45,Olive Swainson Lorikeet,7L6678,T0660192,6335,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,E45,Scaly Breasted Lorikeet,TC6AQ238,AP8377,6336,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,E43,Red Collared Lorikeet,CKRC315,CKRC294,6337,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D41,Swainson Lorikeet,CKRD1481,CKRD1562,6338,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,D40,Red Lory ,ABW3899,ABW5146,6339,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,D40,Red Lory ,ABW3899,ABW5146,6340,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,E37,Green Napped Lorikeet,YUV304,YUV398,6341,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D34,Red Collared Lorikeet,CKRC237,CKRC246,6342,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E33,Scaly Breasted Lorikeet,CKRA127,CKR0110,6343,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E33,Scaly Breasted Lorikeet,CKRA127,CKR0110,6344,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E30,Red Lory ,ABW5145,ABW5158,6345,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E30,Red Lory ,ABW5145,ABW5158,6346,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D26,Olive Swainson Lorikeet+ Swainson Lorikeet,CKRC257,NORING,6347,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D26,Olive Swainson Lorikeet+ Swainson Lorikeet,CKRC257,NORING,6348,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E16,Green Napped Lorikeet,CKRC322,ACEIND151,6349,06 March 2022,Infertile,,,,,,,,,,,
Lory ,Lory,E16,Green Napped Lorikeet,CKRC322,ACEIND151,6350,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E15,Red Lory ,ABW5141,5153,6351,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E15,Red Lory ,ABW5141,5153,6352,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D14,Green Napped Lorikeet,SYY3032,Noring,6353,06 March 2022,DIS,09 March 2022,,,,,,,,,Early,11-03-2022
Lory ,Lory,D14,Green Napped Lorikeet,SYY3032,Noring,6354,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D11,Green Napped Lorikeet,YUV400,YUV287,6355,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E10,Swainson Lorikeet,CKRC369,CKRC263,6356,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D07,Black Capped Lory,MAR092,MAR050,6357,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,D07,Black Capped Lory,MAR092,MAR050,6358,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E05,Red Collared Lorikeet,CKRC225,CKRB149,6359,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E04,Swainson Lorikeet,CKRC365,CKRC241,6360,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E04,Swainson Lorikeet,CKRC365,CKRC241,6361,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Lory ,Lory,E02,Duyvenbode Lory,395,392,6362,06 March 2022,Fertile,13 March 2022,,,,,,,,,,
Macaw,Thendral,T06,Blue Gold Macaw,022,CKR0083,2569,10 March 2022,Fertile,11 March 2022,,,,,,,,,,
Cockatoo,Vasantham,V05,Medium Sulphur Cockatoo,CKR0002,CKR03,2570,10 March 2022,Fertile,11 March 2022,,,,,,,,,,
Cockatoo,Vasantham,V12,Umbrella Cockatoo,CKR10,NoRing,2571,10 March 2022,Infertile,,,,,,,,,,,
Parrot,Aruvi,A12,Gray parrot,CKR0011,VPW293,2572,10 March 2022,Infertile,,,,,,,,,,,
Parrot,Aruvi,A12,Gray parrot,CKR0011,VPW293,2573,10 March 2022,Infertile,,,,,,,,,,,
Macaw,Solai,S09,Blue Gold Macaw,CKR0056,JFS207,2574,10 March 2022,,,,,,,,,,,,
Macaw,Thendral,T06,Blue Gold Macaw,022,CKR0083,2575,10 March 2022,,,,,,,,,,,,
Parrot,Aruvi,A12,Gray parrot,CKR0011,VPW293,2576,10 March 2022,,,,,,,,,,,,
Cockatoo,Vasantham,V13,Umbrella Cockatoo,CKR13,NoRing,2577,10 March 2022,,,,,,,,,,,,
Macaw,Thendral,T06,Blue Gold Macaw,022,CKR0083,2578,10 March 2022,,,,,,,,,,,,
Macaw,Solai,S09,Blue Gold Macaw,CKR0056,JFS207,2579,10 March 2022,,,,,,,,,,,,
Parrot,Aruvi,A04,Gray parrot,SG279,SG270,2580,10 March 2022,,,,,,,,,,,,
Parrot,Aruvi,A04,Gray parrot,SG279,SG270,2581,10 March 2022,,,,,,,,,,,,
Parrot,Aruvi,A06,Gray parrot,SG282,SG382,2582,10 March 2022,,,,,,,,,,,,
Parrot,Aruvi,A25,Jardin,GSH03,101,2583,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A02,Sun Conure,CKRB157,GB3071,6364,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,B04,Sun Conure,CKRD216,CKRD1380,6365,10 March 2022,Crack,,,,,,,,,,,
Conure,Sun Conure,B11,Sun Conure,GB2754,GB2759,6366,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,B11,Sun Conure,GB2754,GB2759,6367,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A22,Sun Conure,GB2783,GB2785,6368,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A24,Sun Conure,Ckr190,ckr2788,6369,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A31,Sun Conure,GB2875,GB3215,6370,10 March 2022,Crack,,,,,,,,,,,
Conure,Sun Conure,A31,Sun Conure,GB2875,GB3215,6371,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,B32,Sun Conure,GB2874,GB3126,6372,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A35,Sun Conure,CKRD843,CKRC324,6373,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A56,Sun Conure,GB2898,GB2933,6374,10 March 2022,,,,,,,,,,,,
Conure,Lory,H26,Sun Conure,GD2692,GD3183,6375,10 March 2022,DIS,10 March 2022,,,,,,,,,Early,13-03-2022
Conure,Sun Conure,J07,Sun Conure,CKRD1383,CKRD151,6376,10 March 2022,,,,,,,,,,,,
Lory ,Lory,F30,Swainson Lorikeet,CKRC248,ACEIND148,6377,10 March 2022,,,,,,,,,,,,
Lory ,Lory,F45,Olive Swainson Lorikeet,7L6678,T0660192,6378,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D45,Swainson Lorikeet + Green Napped Lorikeet,CKRC197,YUV293,6379,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D45,Swainson Lorikeet + Green Napped Lorikeet,CKRC197,YUV293,6380,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E42,Swainson Lorikeet,CKRA438,CKRA435,6381,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D41,Swainson Lorikeet,CKRD1481,CKRD1562,6382,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E39,Red Lory ,YUV40,PABW324,6383,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E39,Red Lory ,YUV40,PABW324,6384,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D38,Red Collared Lorikeet,"HL7810,CKR182","TE4550,CKRB216",6385,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E37,Green Napped Lorikeet,YUV304,YUV398,6386,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E34,Swainson Lorikeet,CKR221,CKR361,6387,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D34,Red Collared Lorikeet,CKRC237,CKRC246,6388,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D09,Olive Red collar Lorikeet + Olive Swainson Lorikeet,7DNG4300,ct0097,6389,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D09,Olive Red collar Lorikeet + Olive Swainson Lorikeet,7DNG4300,ct0097,6390,10 March 2022,,,,,,,,,,,,
Lory ,Lory,D08,Green Napped Lorikeet,CKRD1430,CKRD1490,6391,10 March 2022,,,,,,,,,,,,
Lory ,Lory,E08,Yellow bibbed Lory,CKRB123,CKRB438,6392,10 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A22,Sun Conure,GB2783,GB2785,6393,14 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A35,Sun Conure,CKRD843,CKRC324,6394,14 March 2022,,,,,,,,,,,,
Conure,Sun Conure,B43,Crimson Bellied conure,SIVA529,HAISHL066,6395,14 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A50,Sun Conure,CKRD894,CKRD161,6396,14 March 2022,Broken,,,,,,,,,,,
Conure,Sun Conure,A52,Sun Conure,GB2773,GB2602,6397,14 March 2022,,,,,,,,,,,,
Conure,Sun Conure,A56,Sun Conure,GB2898,GB2933,6398,14 March 2022,,,,,,,,,,,,
Conure,Lory,H25,Sun & Janday Conure,Ckr21,Ckr057,6399,14 March 2022,,,,,,,,,,,,
Lory ,Lory,F10,Red Lory ,YUV39,PABW375,6400,14 March 2022,,,,,,,,,,,,
Lory ,Lory,F30,Swainson Lorikeet,CKRC248,ACEIND148,6401,14 March 2022,,,,,,,,,,,,
Lory ,Lory,F35,Olive Swainson Lorikeet,CKRD1403,8AJO373,6402,14 March 2022,,,,,,,,,,,,
Lory ,Lory,F37,Olive Swainson Lorikeet,CKRD1421,7000,6403,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D48,Red Collared Lorikeet,CKRC303,CKRC291,6404,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D48,Red Collared Lorikeet,CKRC303,CKRC291,6405,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D46,Red Collared Lorikeet,MVF845,BB858/11-126,6406,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D45,Swainson Lorikeet + Green Napped Lorikeet,CKRC197,YUV293,6407,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E42,Swainson Lorikeet,CKRA438,CKRA435,6408,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D39,Olive Swainson Lorikeet+ Swainson Lorikeet,CKR228,CKR378,6409,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D39,Olive Swainson Lorikeet+ Swainson Lorikeet,CKR228,CKR378,6410,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D38,Red Collared Lorikeet,"HL7810,CKR182","TE4550,CKRB216",6411,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D36,Green Napped Lorikeet,7NG2122,BH7318,6412,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D36,Green Napped Lorikeet,7NG2122,BH7318,6413,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E34,Swainson Lorikeet,CKR221,CKR361,6414,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E34,Swainson Lorikeet,CKR221,CKR361,6415,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D29,Red Lory ,YUV111,ABW5159,6416,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E29,Red Collared Lorikeet,CKRC204,CKRC208,6417,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E28,Swainson Lorikeet,CKR364,CKRB107,6418,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E28,Swainson Lorikeet,CKR364,CKRB107,6419,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E23,Red Lory ,ABW5142,ABW5160,6420,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D17,Violet necked Lory,CHIRP027,JP371,6421,14 March 2022,Crack,,,,,,,,,,,
Lory ,Lory,E13,Red Lory ,22835,TER22824,6422,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E13,Red Lory ,22835,TER22824,6423,14 March 2022,Crack,,,,,,,,,,,
Lory ,Lory,D08,Green Napped Lorikeet,CKRD1430,CKRD1490,6424,14 March 2022,,,,,,,,,,,,
Lory ,Lory,E08,Yellow bibbed Lory,CKRB123,CKRB438,6425,14 March 2022,,,,,,,,,,,,
Lory ,Lory,D46,Red Collared Lorikeet,MVF845,BB858/11-126,6426,14 March 2022,,,,,,,,,,,,
