Group Name,Aviary Name,Cage,Species Name,Male Parent Ring no,Female Parent Ring no,Egg no,Date of incubation,Egg type,Date of fertile,Remark,Pip Weight,Pip Date,Hatch Weight,Hatch Date,Shell weight,Hatch Type,Shell Thick,Dis type,Dis Date
Conure,Lory,D33,Swainson Lory,SA256,CKRB050,6107,07-02-2022,Unknown,,,,,,,,,,,
Conure,Lory,D41,Swainson Lory,CKRD1481,CKRD1562,6108,07-02-2022,Unknown,,,,,,,,,,,
Conure,Lory,I8,Crimson Bellied Conure,,,6109,07-02-2022,Unknown,,,,,,,,,,,
Conure,Lory,I22,Crimson Bellied Conure,YM132,FAISAL125,6110,07-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A43,Caique,CKR30,CKRB196,6111,07-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A1,Janday Conure,CKRA137,CKR121,6112,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B4,Sun Conure,CKRD216,CKRD1380,6113,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B5,Red Belly,CKRB211,266,6114,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B7,Sun Conure,CKRB131,GB3096,6115,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A10,Sun Conure,GB2872,CKRB115,6116,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B1,Sun Conure,GB2765,GB2725,6117,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B20,Sun Conure,GB2815,CKRB154,6118,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B27,Sun Conure,GB2730,CKRB184,6119,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A30,Sun Conure,GB2865,GB3180,6120,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B33,Janday Conure,CKR53,CKRB136,6121,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B36,Sun Conure,GB2939,GB2937,6122,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A44,Sun Conure,GB3220,GB3076,6123,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A45,Sun Conure,CKRC133,CKRD293,6124,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A45,Sun Conure,CKRC133,CKRD293,6125,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,A47,Sun Conure,CKRD372,CKRD154,6126,10-02-2022,Unknown,,,,,,,,,,,
Conure,Sun Conure,B55,Nansun Conure,CKRC252,CKRC338,6127,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,I22,Crimson Bellied Conure,YM132,FAISAL125,6128,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E4,Swainson Lory,CKRC365,CKRC241,6129,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,D7,Black Capped Lory,MAR092,MAR050,6130,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E20,Swainson Lory,CKRD1572,CKRD1405,6131,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E28,Swainson Lory,CKR364,CKRB107,6132,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E30,Red Lory,ABW5145,ABW5158,6133,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E33,Scaly Breasted Lory,CKRA127,CKR0110,6135,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E34,Swainson Lory,CKR221,CKR361,6136,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,D39,Olive Swainson Lory + Swainson Lory,CKR228,CKR378,6137,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E42,Swainson Lory,CKRA438,CKRA435,6138,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E44,Green Napped Lory,CKR073,CKR354,6139,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,E45,Scaly Breasted Lory,TC6AQ238,AP8377,6140,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,D46,Red Collared Lory,MVF845,BB858/11-126,6141,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,D48,Red Collared Lory,CKRC303,CKRC291,6142,10-02-2022,Unknown,,,,,,,,,,,
Lory,Lory,I7,Caique,,,6143,10-02-2022,Unknown,,,,,,,,,,,
