Group Name,Aviary Name,Cage,Species Name,Male Parent Ring no,Female Parent Ring no,Egg no,Date of incubation,Egg type,Date of fertile,Remark,Pip Weight,Pip Date,Hatch Weight,Hatch Date,Shell weight,Hatch Type,Shell Thick,Dis type,Dis Date
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6323,06-03-2022,DIS,13-03-2022,,7.22,27-03-2022,0,,0,0,0,Late,30-03-2022
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6324,06-03-2022,Fertile,13-03-2022,,7.19,26-03-2022,5.73,29-03-2022,1,Normal,0.2,0,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6325,06-03-2022,Fertile,13-03-2022,,7.03,25-03-2022,5.67,27-03-2022,0.93,Normal,0.2,0,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6326,06-03-2022,Fertile,13-03-2022,,7.52,27-03-2022,6.21,29-03-2022,0.93,Normal,0.2,0,
Cockatoo,Lory,I 05,Black Capped Lory,CKR21,OMC038,6327,06-03-2022,Fertile,13-03-2022,,7.44,30-03-2022,6.14,30-03-2022,0.69,Normal,0.2,0,
Cockatoo,Lory,I 04,Black Capped Lory,163,3879,6328,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,I 04,Black Capped Lory,163,3879,6329,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,J07,Black Capped Lory,CKRD1383,CKRD151,6330,06-03-2022,Fertile,13-03-2022,,7.27,25-03-2022,5.44,28-03-2022,0.76,Normal,0.2,0,
Cockatoo,Lory,J07,Black Capped Lory,CKRD1383,CKRD151,6331,06-03-2022,Fertile,13-03-2022,,7.74,27-03-2022,6.07,30-03-2022,0.74,Normal,0.2,0,
Cockatoo,Lory,K13,Black Capped Lory,CKRE1767,CKRE2004,6332,06-03-2022,DIS,10-03-2022,,0,,0,,0,0,0,Early,13-03-2022
Cockatoo,Lory,F25,Black Capped Lory,7L6689,CKRD579,6333,06-03-2022,Fertile,13-03-2022,,6.25,24-03-2022,5.13,25-03-2022,0.57,Normal,0.2,0,
Cockatoo,Lory,F25,Black Capped Lory,7L6689,CKRD579,6334,06-03-2022,Fertile,13-03-2022,,6.88,25-03-2022,5.42,26-03-2022,0.82,Normal,0.2,0,
Cockatoo,Lory,F45,Black Capped Lory,7L6678,T0660192,6335,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E45,Black Capped Lory,TC6AQ238,AP8377,6336,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E43,Black Capped Lory,CKRC315,CKRC294,6337,06-03-2022,Fertile,13-03-2022,,7.55,24-03-2022,6.31,25-03-2022,1,Normal,0.2,0,
Cockatoo,Lory,D41,Black Capped Lory,CKRD1481,CKRD1562,6338,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D40,Black Capped Lory,ABW3899,ABW5146,6339,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D40,Black Capped Lory,ABW3899,ABW5146,6340,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E37,Black Capped Lory,YUV304,YUV398,6341,06-03-2022,Fertile,13-03-2022,,5.93,26-03-2022,4.77,27-03-2022,0.57,Normal,0.2,0,
Cockatoo,Lory,D34,Black Capped Lory,CKRC237,CKRC246,6342,06-03-2022,Fertile,13-03-2022,,6.18,29-03-2022,5.19,30-03-2022,0.68,Normal,0.1,0,
Cockatoo,Lory,E33,Black Capped Lory,CKRA127,CKR0110,6343,06-03-2022,Fertile,13-03-2022,,5.15,24-03-2022,4.48,24-03-2022,0.52,Normal,0.2,0,
Cockatoo,Lory,E33,Black Capped Lory,CKRA127,CKR0110,6344,06-03-2022,Fertile,13-03-2022,,5.34,26-03-2022,4.36,27-03-2022,0.57,Normal,0.1,0,
Cockatoo,Lory,E30,Black Capped Lory,ABW5145,ABW5158,6345,06-03-2022,Fertile,13-03-2022,,7.18,24-03-2022,5.89,25-03-2022,0.75,Normal,0.3,0,
Cockatoo,Lory,E30,Black Capped Lory,ABW5145,ABW5158,6346,06-03-2022,Fertile,13-03-2022,,7.64,27-03-2022,6.1,29-03-2022,0.6,Normal,0.1,0,
Cockatoo,Lory,D26,Black Capped Lory,CKRC257,NORING,6347,06-03-2022,Fertile,13-03-2022,,6.9,27-03-2022,5.7,28-03-2022,0.92,Normal,0.3,0,
Cockatoo,Lory,D26,Black Capped Lory,CKRC257,NORING,6348,06-03-2022,Fertile,13-03-2022,,6.47,26-03-2022,5.2,27-03-2022,1.03,Normal,0.1,0,
Cockatoo,Lory,E16,Black Capped Lory,CKRC322,ACEIND151,6349,06-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E16,Black Capped Lory,CKRC322,ACEIND151,6350,06-03-2022,Fertile,13-03-2022,,5.65,28-03-2022,4.56,29-03-2022,0.58,Normal,0.2,0,
Cockatoo,Lory,E15,Black Capped Lory,ABW5141,5153,6351,06-03-2022,Fertile,13-03-2022,,7.96,26-03-2022,6.26,28-03-2022,1.09,Normal,0.3,0,
Cockatoo,Lory,E15,Black Capped Lory,ABW5141,5153,6352,06-03-2022,Fertile,13-03-2022,,7.65,28-03-2022,6.01,31-03-2022,0.84,Normal,0.2,0,
Cockatoo,Lory,D14,Black Capped Lory,SYY3032,Noring,6353,06-03-2022,DIS,09-03-2022,,0,,0,,0,0,0,Early,11-03-2022
Cockatoo,Lory,D14,Black Capped Lory,SYY3032,Noring,6354,06-03-2022,Fertile,13-03-2022,,5.92,24-03-2022,4.63,27-03-2022,0.53,Normal,0.2,0,
Cockatoo,Lory,D11,Black Capped Lory,YUV400,YUV287,6355,06-03-2022,Fertile,13-03-2022,,6.84,25-03-2022,5.64,27-03-2022,0.55,Normal,0.2,0,
Cockatoo,Lory,E10,Black Capped Lory,CKRC369,CKRC263,6356,06-03-2022,Fertile,13-03-2022,,6.76,24-03-2022,5.2,26-03-2022,0.77,Normal,0.2,0,
Cockatoo,Lory,D07,Black Capped Lory,MAR092,MAR050,6357,06-03-2022,Fertile,13-03-2022,,8.34,30-03-2022,5.89,03-04-2022,0.82,Normal,0.2,0,
Cockatoo,Lory,D07,Black Capped Lory,MAR092,MAR050,6358,06-03-2022,Fertile,13-03-2022,,7.93,26-03-2022,6.32,28-03-2022,0.73,Normal,0.2,0,
Cockatoo,Lory,E05,Black Capped Lory,CKRC225,CKRB149,6359,06-03-2022,Fertile,13-03-2022,,7.7,19-03-2022,6.01,21-03-2022,1.05,Normal,0.2,0,
Cockatoo,Lory,E04,Black Capped Lory,CKRC365,CKRC241,6360,06-03-2022,Fertile,13-03-2022,,7.34,28-03-2022,5.82,29-03-2022,0.95,Normal,0.2,0,
Cockatoo,Lory,E04,Black Capped Lory,CKRC365,CKRC241,6361,06-03-2022,Fertile,13-03-2022,,7.08,27-03-2022,5.65,28-03-2022,0.92,Normal,0.3,0,
Cockatoo,Lory,E02,Black Capped Lory,395,392,6362,06-03-2022,DIS,13-03-2022,,8.5,28-03-2022,0,,0,0,0,Late,28-03-2022
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2569,10-03-2022,DIS,11-03-2022,,,,,,,,,Late,21-03-2022
Cockatoo,Vasantham,V05,Black Capped Lory,CKR0002,CKR03,2570,10-03-2022,Fertile,11-03-2022,,17.02,21-03-2022,13.28,23-03-2022,2.43,Normal,0.3,,
Cockatoo,Vasantham,V12,Black Capped Lory,CKR10,NoRing,2571,10-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2572,10-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2573,10-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Solai,S09,Black Capped Lory,CKR0056,JFS207,2574,10-03-2022,0,,,30.42,27-03-2022,23.98,30-03-2022,4.12,Assist,0.5,0,
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2575,10-03-2022,0,,,21.73,25-03-2022,16.5,27-03-2022,4.21,Normal,0.4,0,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2576,10-03-2022,DIS,,,0,,0,,0,0,0,Late,30-03-2022
Cockatoo,Vasantham,V13,Black Capped Lory,CKR13,NoRing,2577,10-03-2022,0,,,23.66,31-03-2022,18.88,02-04-2022,4.03,Assist,0.4,0,
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2578,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Solai,S09,Black Capped Lory,CKR0056,JFS207,2579,10-03-2022,0,,,30.71,01-04-2022,24.22,02-04-2022,5.1,Assist,0.5,0,
Cockatoo,Aruvi,A04,Black Capped Lory,SG279,SG270,2580,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Aruvi,A04,Black Capped Lory,SG279,SG270,2581,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Aruvi,A06,Black Capped Lory,SG282,SG382,2582,10-03-2022,DIS,,,0,,0,,0,0,0,Late,04-04-2022
Cockatoo,Aruvi,A25,Black Capped Lory,GSH03,101,2583,10-03-2022,DIS,,,15.28,01-04-2022,0,,0,0,0,Late,03-04-2022
Cockatoo,Sun Conure,A02,Black Capped Lory,CKRB157,GB3071,6364,10-03-2022,Fertile,18-03-2022,,7.26,30-03-2022,5.81,01-04-2022,0.98,Normal,0.3,0,
Cockatoo,Sun Conure,B04,Black Capped Lory,CKRD216,CKRD1380,6365,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6366,10-03-2022,Fertile,18-03-2022,,8.1,24-03-2022,6.6,25-03-2022,1.18,Normal,0.3,0,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6367,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2783,GB2785,6368,10-03-2022,Fertile,18-03-2022,,7.29,30-03-2022,5.94,01-04-2022,0.72,Normal,0.2,0,
Cockatoo,Sun Conure,A24,Black Capped Lory,Ckr190,ckr2788,6369,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6370,10-03-2022,DIS,18-03-2022,,0,,0,,0,0,0,Mid,19-03-2022
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6371,10-03-2022,Fertile,18-03-2022,,7.23,28-03-2022,5.68,30-03-2022,0.76,Normal,0.2,0,
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6372,10-03-2022,DIS,18-03-2022,,0,,0,,0,0,0,Late,03-04-2022
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6373,10-03-2022,Fertile,18-03-2022,,6.64,30-03-2022,5.22,01-04-2022,0.96,Normal,0.2,0,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6374,10-03-2022,Fertile,18-03-2022,,7.74,30-03-2022,6.14,01-04-2022,0.63,Assist,0.2,0,
Cockatoo,Lory,H26,Black Capped Lory,GD2692,GD3183,6375,10-03-2022,DIS,10-03-2022,,0,,0,,0,0,0,Early,13-03-2022
Cockatoo,Sun Conure,J07,Black Capped Lory,CKRD1383,CKRD151,6376,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,F30,Black Capped Lory,CKRC248,ACEIND148,6377,10-03-2022,Fertile,18-03-2022,,8.03,31-03-2022,6.45,02-04-2022,1,Normal,0.1,0,
Cockatoo,Lory,F45,Black Capped Lory,7L6678,T0660192,6378,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6379,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6380,10-03-2022,DIS,,,0,,0,,0,0,0,Early,18-03-2022
Cockatoo,Lory,E42,Black Capped Lory,CKRA438,CKRA435,6381,10-03-2022,DIS,16-03-2022,,0,,0,,0,0,0,Early,18-03-2022
Cockatoo,Lory,D41,Black Capped Lory,CKRD1481,CKRD1562,6382,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E39,Black Capped Lory,YUV40,PABW324,6383,10-03-2022,Fertile,18-03-2022,,7.89,30-03-2022,6.22,02-04-2022,0.93,Normal,0.2,0,
Cockatoo,Lory,E39,Black Capped Lory,YUV40,PABW324,6384,10-03-2022,DIS,16-03-2022,,0,,0,,0,0,0,Early,18-03-2022
Cockatoo,Lory,D38,Black Capped Lory,"HL7810,CKR182","TE4550,CKRB216",6385,10-03-2022,Fertile,18-03-2022,,4.94,30-03-2022,4.95,02-04-2022,0.63,Normal,0.2,0,
Cockatoo,Lory,E37,Black Capped Lory,YUV304,YUV398,6386,10-03-2022,DIS,16-03-2022,,0,,0,,0,0,0,Early,18-03-2022
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6387,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D34,Black Capped Lory,CKRC237,CKRC246,6388,10-03-2022,Fertile,18-03-2022,,5.95,30-03-2022,5.51,01-04-2022,0.87,Normal,0.2,0,
Cockatoo,Lory,D09,Black Capped Lory,7DNG4300,ct0097,6389,10-03-2022,Fertile,18-03-2022,,6.31,30-03-2022,5.34,31-03-2022,0.83,Normal,0.1,0,
Cockatoo,Lory,D09,Black Capped Lory,7DNG4300,ct0097,6390,10-03-2022,Fertile,18-03-2022,,6.23,01-04-2022,5.01,02-04-2022,0.57,Normal,0.2,0,
Cockatoo,Lory,D08,Black Capped Lory,CKRD1430,CKRD1490,6391,10-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E08,Black Capped Lory,CKRB123,CKRB438,6392,10-03-2022,DIS,18-03-2022,,0,,0,,0,0,0,Late,05-04-2022
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2783,GB2785,6393,14-03-2022,Fertile,21-03-2022,,7.46,03-04-2022,6.25,04-04-2022,0.89,Assist,0.2,0,
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6394,14-03-2022,Fertile,21-03-2022,,6.97,03-04-2022,5.64,04-04-2022,0.73,Normal,0.1,0,
Cockatoo,Sun Conure,B43,Black Capped Lory,SIVA529,HAISHL066,6395,14-03-2022,Fertile,21-03-2022,,5.71,05-04-2022,4.67,06-04-2022,0.73,Normal,0.3,0,
Cockatoo,Sun Conure,A50,Black Capped Lory,CKRD894,CKRD161,6396,14-03-2022,Fertile,21-03-2022,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2773,GB2602,6397,14-03-2022,Fertile,21-03-2022,,5.08,03-04-2022,3.73,05-04-2022,0.67,Assist,0.1,0,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6398,14-03-2022,Fertile,21-03-2022,,6.83,02-04-2022,5.87,03-04-2022,1,Normal,0.2,0,
Cockatoo,Lory,H25,Black Capped Lory,Ckr21,Ckr057,6399,14-03-2022,Fertile,21-03-2022,,0,,0,,0,0,0,0,
Cockatoo,Lory,F10,Black Capped Lory,YUV39,PABW375,6400,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,F30,Black Capped Lory,CKRC248,ACEIND148,6401,14-03-2022,0,,,31.18,03-04-2022,24.38,04-04-2022,5.8,Normal,0.6,0,
Cockatoo,Lory,F35,Black Capped Lory,CKRD1403,8AJO373,6402,14-03-2022,Fertile,21-03-2022,,6.58,05-04-2022,5.12,07-04-2022,0.63,Normal,0.2,0,
Cockatoo,Lory,F37,Black Capped Lory,CKRD1421,7000,6403,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D48,Black Capped Lory,CKRC303,CKRC291,6404,14-03-2022,Fertile,21-03-2022,,5.56,03-04-2022,4.52,04-04-2022,0.62,Normal,0.3,0,
Cockatoo,Lory,D48,Black Capped Lory,CKRC303,CKRC291,6405,14-03-2022,DIS,21-03-2022,,0,,0,,0,0,0,Late,05-04-2022
Cockatoo,Lory,D46,Black Capped Lory,MVF845,BB858/11-126,6406,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6407,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E42,Black Capped Lory,CKRA438,CKRA435,6408,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D39,Black Capped Lory,CKR228,CKR378,6409,14-03-2022,Fertile,21-03-2022,,7.6,04-04-2022,0,06-04-2022,0,0,0,0,
Cockatoo,Lory,D39,Black Capped Lory,CKR228,CKR378,6410,14-03-2022,Fertile,21-03-2022,,8.55,03-04-2022,6.71,05-04-2022,0.54,Normal,0.1,0,
Cockatoo,Lory,D38,Black Capped Lory,"HL7810,CKR182","TE4550,CKRB216",6411,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D36,Black Capped Lory,7NG2122,BH7318,6412,14-03-2022,Fertile,21-03-2022,,5.97,03-04-2022,4.91,05-04-2022,0.63,Normal,0.1,0,
Cockatoo,Lory,D36,Black Capped Lory,7NG2122,BH7318,6413,14-03-2022,Fertile,21-03-2022,,5.71,04-04-2022,4.46,07-04-2022,0.46,Normal,0.2,0,
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6414,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6415,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,D29,Black Capped Lory,YUV111,ABW5159,6416,14-03-2022,DIS,21-03-2022,,0,,0,,0,0,0,Late,06-04-2022
Cockatoo,Lory,E29,Black Capped Lory,CKRC204,CKRC208,6417,14-03-2022,Fertile,21-03-2022,,5.9,06-04-2022,4.77,07-04-2022,0.68,Normal,0.3,0,
Cockatoo,Lory,E28,Black Capped Lory,CKR364,CKRB107,6418,14-03-2022,Fertile,21-03-2022,,0,,6.62,08-04-2022,0.94,Normal,0.2,0,
Cockatoo,Lory,E28,Black Capped Lory,CKR364,CKRB107,6419,14-03-2022,Fertile,21-03-2022,,0,,6.4,04-04-2022,0.82,Normal,0.1,0,
Cockatoo,Lory,E23,Black Capped Lory,ABW5142,ABW5160,6420,14-03-2022,DIS,21-03-2022,,0,,0,,0,0,0,Early,21-03-2022
Cockatoo,Lory,D17,Black Capped Lory,CHIRP027,JP371,6421,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E13,Black Capped Lory,22835,TER22824,6422,14-03-2022,Fertile,21-03-2022,,7.52,07-04-2022,5.82,10-04-2022,0.87,Normal,0.2,0,
Cockatoo,Lory,E13,Black Capped Lory,22835,TER22824,6423,14-03-2022,Fertile,21-03-2022,,6.31,06-04-2022,5.14,07-04-2022,0.63,Assist,0.2,0,
Cockatoo,Lory,D08,Black Capped Lory,CKRD1430,CKRD1490,6424,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,E08,Black Capped Lory,CKRB123,CKRB438,6425,14-03-2022,DIS,21-03-2022,,0,,0,,0,0,0,Late,09-04-2022
Cockatoo,Lory,D46,Black Capped Lory,MVF845,BB858/11-126,6426,14-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A15,Black Capped Lory,CKRD314,CKRD290,6427,17-03-2022,Fertile,24-03-2022,,8.39,07-04-2022,6.8,08-04-2022,1.06,Normal,0.3,0,
Cockatoo,Lory,H04,Black Capped Lory,GB2866,GB3172,6435,17-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,F05,Black Capped Lory,CKRC306,CKRC279,6436,17-03-2022,DIS,20-03-2022,,0,,0,,0,0,0,Early,24-03-2022
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6430,17-03-2022,Fertile,24-03-2022,,5.2,08-04-2022,4.06,09-04-2022,0.73,Assist,0.1,0,
Cockatoo,Sun Conure,B43,Black Capped Lory,HAISHL066,HAISHL066,6431,17-03-2022,DIS,24-03-2022,,0,,0,,0,0,0,Late,08-04-2022
Cockatoo,Sun Conure,B43,Black Capped Lory,HAISHL066,HAISHL066,6432,17-03-2022,Fertile,24-03-2022,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A50,Black Capped Lory,CKRD894,CKRD161,6433,17-03-2022,DIS,24-03-2022,,0,,0,,0,0,0,Mid,01-04-2022
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2602,GB2602,6434,17-03-2022,Fertile,24-03-2022,,5.73,07-04-2022,4.65,08-04-2022,0.77,Normal,0.2,0,
Cockatoo,Sun Conure,A16,Black Capped Lory,GB2855,GB2855,6428,17-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2785,GB2785,6429,17-03-2022,DIS,24-03-2022,,0,,0,,0,0,0,Early,25-03-2022
Cockatoo,Lory,F10,Black Capped Lory,PABW375,PABW375,6437,17-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,G29,Black Capped Lory,YUV26,YUV26,6438,17-03-2022,Infertile,,,0,,0,,0,0,0,0,
Cockatoo,Lory,G29,Black Capped Lory,YUV26,YUV26,6439,17-03-2022,Infertile,,,0,,0,,0,0,0,0,
