Group Name,Aviary Name,Cage,Species Name,Male Parent Ring no,Female Parent Ring no,Egg no,Date of incubation,Egg type,Date of fertile,Remark,Pip Weight,Pip Date,Hatch Weight,Hatch Date,Shell weight,Hatch Type,Shell Thick,Dis type,Dis Date
Macaw,Thendral,T06,Black Capped Lory,22,CKR0083,2555,24-Feb-22,DIS,,,,,,,,,,Late,02-Mar-22
Cockatoo,Vasantham,V03,Black Capped Lory,167,175,2556,24-Feb-22,Fertile,12-Feb-22,,,,,,,,,Late,27-Feb-22
Cockatoo,Aruvi,A08,Black Capped Lory,VPW220,SG384,2557,24-Feb-22,Infertile,,,,,,,,,,,
Cockatoo,Vasantham,V09,Black Capped Lory,CKR26/28,CKRA019,2558,24-Feb-22,Fertile,20-Feb-22,,23.44,04-Mar-22,18.67,05-Mar-22,,Normal,0.6,,
Cockatoo,Vasantham,V09,Black Capped Lory,CKR26/28,CKRA019,2559,24-Feb-22,Fertile,,,19.72,08-Mar-22,15.12,09-Mar-22,,Normal,0.3,,
Cockatoo,Vasantham,V05,Black Capped Lory,CKR0002,CKR03,2560,24-Feb-22,Fertile,,,20.47,13-Mar-22,16.1,15-Mar-22,,Normal,0.3,,
Cockatoo,Aruvi,A05,Black Capped Lory,SG263,SG273,2561,24-Feb-22,Infertile,,,,,,,,,,,
Cockatoo,Aruvi,A09,Black Capped Lory,SV0010,CKR0001C,2562,24-Feb-22,Fertile,21-Feb-22,,,,,,,,,Early,24-Feb-22
Cockatoo,Aruvi,A09,Black Capped Lory,SV0010,CKR0001C,2563,24-Feb-22,Infertile,,,,,,,,,,,
Cockatoo,Aruvi,A09,Black Capped Lory,SV0010,CKR0001C,2564,24-Feb-22,Infertile,,,,,,,,,,,
Cockatoo,Aruvi,A11,Black Capped Lory,CKR0038,JFS46,2565,24-Feb-22,Fertile,,,19.17,09-Mar-22,15.23,12-Mar-22,,Normal,0.3,,
Cockatoo,Aruvi,A11,Black Capped Lory,CKR0038,JFS46,2568,24-Feb-22,Fertile,,,18.54,15-Mar-22,14.38,18-Mar-22,,Assist,0.3,,
Cockatoo,Sun Conure,B03,Black Capped Lory,GB3167,GB2871,6263,25-Feb-22,Fertile,05-Mar-22,,,,5.63,17-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B03,Black Capped Lory,GB3167,GB2871,6264,25-Feb-22,Fertile,05-Mar-22,,7.07,17-Mar-22,5.75,20-Mar-22,,Normal,0.1,,
Cockatoo,Sun Conure,A11,Black Capped Lory,CKRD1203,CKRD344,6265,25-Feb-22,Fertile,05-Mar-22,,6.6,17-Mar-22,5.23,19-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B38,Black Capped Lory,GB3047,GB3323,6266,25-Feb-22,Fertile,05-Mar-22,,6.81,19-Mar-22,,,,,,Late,20-Mar-22
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6267,25-Feb-22,Fertile,,,,,,,,,,Early,05-Mar-22
Cockatoo,Sun Conure,A36,Black Capped Lory,CKRC251,CKRC256,6268,25-Feb-22,Fertile,,,,,,,,,,Early,05-Mar-22
Cockatoo,Sun Conure,B12,Black Capped Lory,GB2701,GB3332,6269,25-Feb-22,Fertile,05-Mar-22,,8.09,16-Mar-22,6.6,18-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B39,Black Capped Lory,GB2956,Ckr153,6270,25-Feb-22,Fertile,05-Mar-22,,7.8,16-Mar-22,6.59,17-Mar-22,,Normal,0.3,,
Cockatoo,Sun Conure,A51,Black Capped Lory,CKRD303,CKRD214,6271,25-Feb-22,Fertile,05-Mar-22,,6.47,17-Mar-22,5.11,18-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A51,Black Capped Lory,CKRD303,CKRD214,6272,25-Feb-22,Fertile,05-Mar-22,,7.41,18-Mar-22,5.77,21-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B51,Black Capped Lory,CKRB046,CKRB193,6273,25-Feb-22,Fertile,05-Mar-22,,6.85,16-Mar-22,5.54,17-Mar-22,,Normal,0.1,,
Cockatoo,Sun Conure,B52,Black Capped Lory,CKR374,CKRA169,6274,25-Feb-22,Fertile,05-Mar-22,,7,16-Mar-22,5.56,18-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2773,GB2602,6275,25-Feb-22,Fertile,05-Mar-22,,4.66,16-Mar-22,3.64,17-Mar-22,,Normal,0.1,,
Cockatoo,Lory,H25,Black Capped Lory,Ckr21,Ckr057,6276,25-Feb-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,I08,Black Capped Lory,376,FAESAL547,6277,25-Feb-22,Fertile,05-Mar-22,,,,,,,,,Mid,11-Mar-22
Cockatoo,Lory,I04,Black Capped Lory,163,3879,6278,25-Feb-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,I04,Black Capped Lory,163,3879,6279,25-Feb-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,F05,Black Capped Lory,CKRC306,CKRC279,6280,25-Feb-22,Fertile,03-Mar-22,,,,,,,,,Early,05-Mar-22
Cockatoo,Lory,E47,Black Capped Lory,CKRD1589,CKRC222,6281,25-Feb-22,Fertile,05-Mar-22,,6.76,19-Mar-22,5.46,21-Mar-22,,Normal,0.1,,
Cockatoo,Lory,E47,Black Capped Lory,CKRD1589,CKRC222,6282,25-Feb-22,Fertile,,,,,,,,,,Early,05-Mar-22
Cockatoo,Lory,E27,Black Capped Lory,ABW4849,ABW5154,6283,25-Feb-22,Fertile,05-Mar-22,,7.48,19-Mar-22,5.83,21-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E25,Black Capped Lory,YMSBRC773,YO5067,6284,25-Feb-22,Fertile,05-Mar-22,,7.1,17-Mar-22,5.54,17-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D24,Black Capped Lory,CKRB215,TSNZ80,6285,25-Feb-22,Fertile,05-Mar-22,,,,5.25,17-Mar-22,,Normal,0.1,,
Cockatoo,Lory,E24,Black Capped Lory,GYYYO5078,4l7858,6286,25-Feb-22,Fertile,05-Mar-22,,6.57,19-Mar-22,3.5,21-Mar-22,,,0.1,,
Cockatoo,Lory,E21,Black Capped Lory,CKRC249,CKRD1489,6287,25-Feb-22,Fertile,05-Mar-22,,6.84,17-Mar-22,5.27,19-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E05,Black Capped Lory,CKRC225,CKRB149,6288,25-Feb-22,Fertile,05-Mar-22,,6.81,17-Mar-22,6.63,19-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B03,Black Capped Lory,GB3167,GB2871,6289,01-Mar-22,Fertile,08-Mar-22,,6.54,21-Mar-22,5.36,23-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B38,Black Capped Lory,GB3047,GB3323,6290,01-Mar-22,Fertile,08-Mar-22,,7.53,21-Mar-22,5.16,24-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B39,Black Capped Lory,GB2956,Ckr153,6291,01-Mar-22,Fertile,08-Mar-22,,10.41,19-Mar-22,7.31,21-Mar-22,,Normal,0.3,,
Cockatoo,Lory,E43,Black Capped Lory,CKRC315,CKRC294,6292,01-Mar-22,Fertile,08-Mar-22,,7.6,22-Mar-22,5.91,24-Mar-22,,,0.3,,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6293,01-Mar-22,Fertile,08-Mar-22,,7.86,21-Mar-22,6.26,23-Mar-22,,Normal,0.3,,
Cockatoo,Sun Conure,B12,Black Capped Lory,GB2701,GB3332,6294,01-Mar-22,Fertile,08-Mar-22,,8.43,20-Mar-22,6.74,22-Mar-22,,Normal,0.3,,
Cockatoo,Sun Conure,A36,Black Capped Lory,CKRC251,CKRC256,6295,01-Mar-22,Fertile,08-Mar-22,,6.78,20-Mar-22,5.53,21-Mar-22,,Normal,0.3,,
Cockatoo,Lory,D24,Black Capped Lory,CKRB215,TSNZ80,6296,01-Mar-22,Fertile,08-Mar-22,,,,,,,,,Mid,11-Mar-22
Cockatoo,Sun Conure,B52,Black Capped Lory,CKR374,CKRA169,6297,01-Mar-22,Fertile,08-Mar-22,,6.16,21-Mar-22,5,22-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D11,Black Capped Lory,YUV400,YUV287,6298,01-Mar-22,Fertile,08-Mar-22,,6.72,24-Mar-22,5.21,27-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D27,Black Capped Lory,CKRC283,CKRC202,6299,01-Mar-22,Fertile,08-Mar-22,,,,,,,,,Late,27-Mar-22
Cockatoo,Lory,E24,Black Capped Lory,GYYYO5078,4l7858,6300,01-Mar-22,Fertile,08-Mar-22,,6.41,23-Mar-22,4.6,25-Mar-22,,,0.1,,
Cockatoo,Lory,D30,Black Capped Lory,CKRA480,CKRA417,6301,01-Mar-22,Fertile,08-Mar-22,,,,,,,,,Mid,10-Mar-22
Cockatoo,Lory,E40,Black Capped Lory,CKRC309,CKRC411,6302,01-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E21,Black Capped Lory,CKRC249,CKRD1489,6303,01-Mar-22,Fertile,08-Mar-22,,7.34,21-Mar-22,5.84,23-Mar-22,,Normal,0.2,,
Cockatoo,Lory,I05,Black Capped Lory,CKR21,OMC038,6304,01-Mar-22,Fertile,08-Mar-22,,7.61,24-Mar-22,6,26-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E10,Black Capped Lory,CKRC369,CKRC263,6305,01-Mar-22,Fertile,08-Mar-22,,7.05,21-Mar-22,5.49,24-Mar-22,,Normal,0.1,,
Cockatoo,Lory,E02,Black Capped Lory,395,392,6307,01-Mar-22,Fertile,08-Mar-22,,,,,,,,,Late,23-Mar-22
Cockatoo,Lory,E45,Black Capped Lory,TC6AQ238,AP8377,6306,02-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,B02,Black Capped Lory,CKRC221,CKRD316,6308,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,B02,Black Capped Lory,CKRC221,CKRD316,6309,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A02,Black Capped Lory,CKRB157,GB3071,6310,06-Mar-22,Fertile,13-Mar-22,,7.94,26-Mar-22,6.42,27-Mar-22,,Normal,0.1,,
Cockatoo,Sun Conure,A02,Black Capped Lory,CKRB157,GB3071,6311,06-Mar-22,Fertile,13-Mar-22,,7.7,26-Mar-22,5.95,29-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B04,Black Capped Lory,CKRD216,CKRD1380,6312,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,B04,Black Capped Lory,CKRD216,CKRD1380,6313,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6315,06-Mar-22,Fertile,13-Mar-22,,7.8,27-Mar-22,6.24,29-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A11,Black Capped Lory,CKRD1203,CKRD344,6316,06-Mar-22,Fertile,13-Mar-22,,4.91,22-Mar-22,4,23-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,B12,Black Capped Lory,GB2701,GB3332,6317,06-Mar-22,Fertile,13-Mar-22,,7.86,24-Mar-22,6.52,24-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2783,GB2785,6318,06-Mar-22,Fertile,13-Mar-22,,6.21,26-Mar-22,4.79,29-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A24,Black Capped Lory,Ckr190,ckr2788,6319,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A24,Black Capped Lory,Ckr190,ckr2788,6320,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6321,06-Mar-22,Fertile,13-Mar-22,,7.26,24-Mar-22,,,,,,Late,27-Mar-22
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6322,06-Mar-22,Fertile,13-Mar-22,,6.44,24-Mar-22,5.26,26-Mar-22,,Normal,0.1,,
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6323,06-Mar-22,Fertile,13-Mar-22,,7.22,27-Mar-22,,,,,,,
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6324,06-Mar-22,Fertile,13-Mar-22,,7.19,26-Mar-22,5.73,29-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6325,06-Mar-22,Fertile,13-Mar-22,,7.03,25-Mar-22,5.67,27-Mar-22,,Normal,0.2,,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6326,06-Mar-22,Fertile,13-Mar-22,,7.52,27-Mar-22,6.21,29-Mar-22,,Normal,0.2,,
Cockatoo,Lory,I05,Black Capped Lory,CKR21,OMC038,6327,06-Mar-22,Fertile,13-Mar-22,,,,,,,,,,
Cockatoo,Lory,I04,Black Capped Lory,163,3879,6328,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,I04,Black Capped Lory,163,3879,6329,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,J07,Black Capped Lory,CKRD1383,CKRD151,6330,06-Mar-22,Fertile,13-Mar-22,,7.27,25-Mar-22,5.44,28-Mar-22,,Normal,0.2,,
Cockatoo,Lory,J07,Black Capped Lory,CKRD1383,CKRD151,6331,06-Mar-22,Fertile,13-Mar-22,,7.74,27-Mar-22,,,,,,,
Cockatoo,Lory,K13,Black Capped Lory,CKRE1767,CKRE2004,6332,06-Mar-22,Fertile,10-Mar-22,,,,,,,,,Early,13-Mar-22
Cockatoo,Lory,F25,Black Capped Lory,7L6689,CKRD579,6333,06-Mar-22,Fertile,13-Mar-22,,6.25,24-Mar-22,5.13,25-Mar-22,,Normal,0.2,,
Cockatoo,Lory,F25,Black Capped Lory,7L6689,CKRD579,6334,06-Mar-22,Fertile,13-Mar-22,,6.88,25-Mar-22,5.42,26-Mar-22,,Normal,0.2,,
Cockatoo,Lory,F45,Black Capped Lory,7L6678,T0660192,6335,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E45,Black Capped Lory,TC6AQ238,AP8377,6336,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E43,Black Capped Lory,CKRC315,CKRC294,6337,06-Mar-22,Fertile,13-Mar-22,,7.55,24-Mar-22,6.31,25-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D41,Black Capped Lory,CKRD1481,CKRD1562,6338,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,D40,Black Capped Lory,ABW3899,ABW5146,6339,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,D40,Black Capped Lory,ABW3899,ABW5146,6340,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E37,Black Capped Lory,YUV304,YUV398,6341,06-Mar-22,Fertile,13-Mar-22,,5.93,26-Mar-22,4.77,27-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D34,Black Capped Lory,CKRC237,CKRC246,6342,06-Mar-22,Fertile,13-Mar-22,,6.18,29-Mar-22,,,,,,,
Cockatoo,Lory,E33,Black Capped Lory,CKRA127,CKR0110,6343,06-Mar-22,Fertile,13-Mar-22,,5.15,24-Mar-22,4.48,24-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E33,Black Capped Lory,CKRA127,CKR0110,6344,06-Mar-22,Fertile,13-Mar-22,,5.34,26-Mar-22,4.36,27-Mar-22,,Normal,0.1,,
Cockatoo,Lory,E30,Black Capped Lory,ABW5145,ABW5158,6345,06-Mar-22,Fertile,13-Mar-22,,7.18,24-Mar-22,5.89,25-Mar-22,,Normal,0.3,,
Cockatoo,Lory,E30,Black Capped Lory,ABW5145,ABW5158,6346,06-Mar-22,Fertile,13-Mar-22,,7.64,27-Mar-22,6.1,29-Mar-22,,Normal,0.1,,
Cockatoo,Lory,D26,Black Capped Lory,CKRC257,NORING,6347,06-Mar-22,Fertile,13-Mar-22,,6.9,27-Mar-22,5.7,28-Mar-22,,Normal,0.3,,
Cockatoo,Lory,D26,Black Capped Lory,CKRC257,NORING,6348,06-Mar-22,Fertile,13-Mar-22,,6.47,26-Mar-22,5.2,27-Mar-22,,Normal,0.1,,
Cockatoo,Lory,E16,Black Capped Lory,CKRC322,ACEIND151,6349,06-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E16,Black Capped Lory,CKRC322,ACEIND151,6350,06-Mar-22,Fertile,13-Mar-22,,5.65,28-Mar-22,4.56,29-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E15,Black Capped Lory,ABW5141,5153,6351,06-Mar-22,Fertile,13-Mar-22,,7.96,26-Mar-22,6.26,28-Mar-22,,Normal,0.3,,
Cockatoo,Lory,E15,Black Capped Lory,ABW5141,5153,6352,06-Mar-22,Fertile,13-Mar-22,,7.65,28-Mar-22,,,,,,,
Cockatoo,Lory,D14,Black Capped Lory,SYY3032,Noring,6353,06-Mar-22,Fertile,09-Mar-22,,,,,,,,,Early,11-Mar-22
Cockatoo,Lory,D14,Black Capped Lory,SYY3032,Noring,6354,06-Mar-22,Fertile,13-Mar-22,,5.92,24-Mar-22,4.63,27-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D11,Black Capped Lory,YUV400,YUV287,6355,06-Mar-22,Fertile,13-Mar-22,,6.84,25-Mar-22,5.64,27-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E10,Black Capped Lory,CKRC369,CKRC263,6356,06-Mar-22,Fertile,13-Mar-22,,6.76,24-Mar-22,5.2,26-Mar-22,,Normal,0.2,,
Cockatoo,Lory,D07,Black Capped Lory,MAR092,MAR050,6357,06-Mar-22,Fertile,13-Mar-22,,,,,,,,,,
Cockatoo,Lory,D07,Black Capped Lory,MAR092,MAR050,6358,06-Mar-22,Fertile,13-Mar-22,,7.93,26-Mar-22,6.32,28-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E05,Black Capped Lory,CKRC225,CKRB149,6359,06-Mar-22,Fertile,13-Mar-22,,7.7,19-Mar-22,6.01,21-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E04,Black Capped Lory,CKRC365,CKRC241,6360,06-Mar-22,Fertile,13-Mar-22,,7.34,28-Mar-22,5.82,29-Mar-22,,Normal,0.2,,
Cockatoo,Lory,E04,Black Capped Lory,CKRC365,CKRC241,6361,06-Mar-22,Fertile,13-Mar-22,,7.08,27-Mar-22,5.65,28-Mar-22,,Normal,0.3,,
Cockatoo,Lory,E02,Black Capped Lory,395,392,6362,06-Mar-22,Fertile,13-Mar-22,,8.5,28-Mar-22,,,,,,Late,28-Mar-22
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2569,10-Mar-22,Fertile,11-Mar-22,,,,,,,,,Late,21-Mar-22
Cockatoo,Vasantham,V05,Black Capped Lory,CKR0002,CKR03,2570,10-Mar-22,Fertile,11-Mar-22,,17.02,21-Mar-22,13.28,23-Mar-22,,Normal,0.3,,
Cockatoo,Vasantham,V12,Black Capped Lory,CKR10,NoRing,2571,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2572,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2573,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Solai,S09,Black Capped Lory,CKR0056,JFS207,2574,10-Mar-22,Fertile,,,30.42,27-Mar-22,,,,,,,
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2575,10-Mar-22,Fertile,,,21.73,25-Mar-22,16.5,27-Mar-22,,Normal,0.4,,
Cockatoo,Aruvi,A12,Black Capped Lory,CKR0011,VPW293,2576,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Vasantham,V13,Black Capped Lory,CKR13,NoRing,2577,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Thendral,T06,Black Capped Lory,22,CKR0083,2578,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Solai,S09,Black Capped Lory,CKR0056,JFS207,2579,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A04,Black Capped Lory,SG279,SG270,2580,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A04,Black Capped Lory,SG279,SG270,2581,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A06,Black Capped Lory,SG282,SG382,2582,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Aruvi,A25,Black Capped Lory,GSH03,101,2583,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A02,Black Capped Lory,CKRB157,GB3071,6364,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,B04,Black Capped Lory,CKRD216,CKRD1380,6365,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6366,10-Mar-22,Fertile,18-Mar-22,,8.1,24-Mar-22,6.6,25-Mar-22,,Normal,0.3,,
Cockatoo,Sun Conure,B11,Black Capped Lory,GB2754,GB2759,6367,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2783,GB2785,6368,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A24,Black Capped Lory,Ckr190,ckr2788,6369,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6370,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,Mid,19-Mar-22
Cockatoo,Sun Conure,A31,Black Capped Lory,GB2875,GB3215,6371,10-Mar-22,Fertile,18-Mar-22,,7.23,28-Mar-22,,,,,,,
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6372,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6373,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6374,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,H26,Black Capped Lory,GD2692,GD3183,6375,10-Mar-22,Fertile,10-Mar-22,,,,,,,,,Early,13-Mar-22
Cockatoo,Sun Conure,J07,Black Capped Lory,CKRD1383,CKRD151,6376,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,F30,Black Capped Lory,CKRC248,ACEIND148,6377,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,F45,Black Capped Lory,7L6678,T0660192,6378,10-Mar-22,Fertile,,,,,,,,,,,
