Group Name,Aviary Name,Cage,Species Name,Male Parent Ring no,Female Parent Ring no,Egg no,Date of incubation,Egg type,Date of fertile,Remark,Pip Weight,Pip Date,Hatch Weight,Hatch Date,Shell weight,Hatch Type,Shell Thick,Dis type,Dis Date
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6379,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6380,10-Mar-22,Fertile,,,,,,,,,,Early,18-Mar-22
Cockatoo,Lory,E42,Black Capped Lory,CKRA438,CKRA435,6381,10-Mar-22,Fertile,16-Mar-22,,,,,,,,,Early,18-Mar-22
Cockatoo,Lory,D41,Black Capped Lory,CKRD1481,CKRD1562,6382,10-Mar-22,Fertile,,,,,,,,,,,
Cockatoo,Lory,E39,Black Capped Lory,YUV40,PABW324,6383,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,E39,Black Capped Lory,YUV40,PABW324,6384,10-Mar-22,Fertile,16-Mar-22,,,,,,,,,Early,18-Mar-22
Cockatoo,Lory,D38,Black Capped Lory,"HL7810,CKR182","TE4550,CKRB216",6385,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,E37,Black Capped Lory,YUV304,YUV398,6386,10-Mar-22,Fertile,16-Mar-22,,,,,,,,,Early,18-Mar-22
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6387,10-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D34,Black Capped Lory,CKRC237,CKRC246,6388,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,D09,Black Capped Lory,7DNG4300,ct0097,6389,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,D09,Black Capped Lory,7DNG4300,ct0097,6390,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Lory,D08,Black Capped Lory,CKRD1430,CKRD1490,6391,10-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,E08,Black Capped Lory,CKRB123,CKRB438,6392,10-Mar-22,Fertile,18-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2783,GB2785,6393,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6394,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,B43,Black Capped Lory,SIVA529,HAISHL066,6395,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A50,Black Capped Lory,CKRD894,CKRD161,6396,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2773,GB2602,6397,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Sun Conure,A56,Black Capped Lory,GB2898,GB2933,6398,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,H25,Black Capped Lory,Ckr21,Ckr057,6399,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,F10,Black Capped Lory,YUV39,PABW375,6400,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,F30,Black Capped Lory,CKRC248,ACEIND148,6401,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,F35,Black Capped Lory,CKRD1403,8AJO373,6402,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,F37,Black Capped Lory,CKRD1421,7000,6403,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D48,Black Capped Lory,CKRC303,CKRC291,6404,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D48,Black Capped Lory,CKRC303,CKRC291,6405,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D46,Black Capped Lory,MVF845,BB858/11-126,6406,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D45,Black Capped Lory,CKRC197,YUV293,6407,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,E42,Black Capped Lory,CKRA438,CKRA435,6408,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D39,Black Capped Lory,CKR228,CKR378,6409,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D39,Black Capped Lory,CKR228,CKR378,6410,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D38,Black Capped Lory,"HL7810,CKR182","TE4550,CKRB216",6411,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D36,Black Capped Lory,7NG2122,BH7318,6412,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D36,Black Capped Lory,7NG2122,BH7318,6413,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6414,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6415,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,D29,Black Capped Lory,YUV111,ABW5159,6416,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E29,Black Capped Lory,CKRC204,CKRC208,6417,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E28,Black Capped Lory,CKR364,CKRB107,6418,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E28,Black Capped Lory,CKR364,CKRB107,6419,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E23,Black Capped Lory,ABW5142,ABW5160,6420,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,Early,21-Mar-22
Cockatoo,Lory,D17,Black Capped Lory,CHIRP027,JP371,6421,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,E13,Black Capped Lory,22835,TER22824,6422,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,E13,Black Capped Lory,22835,TER22824,6423,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D08,Black Capped Lory,CKRD1430,CKRD1490,6424,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Lory,E08,Black Capped Lory,CKRB123,CKRB438,6425,14-Mar-22,Fertile,21-Mar-22,,,,,,,,,,
Cockatoo,Lory,D46,Black Capped Lory,MVF845,BB858/11-126,6426,14-Mar-22,Infertile,,,,,,,,,,,
Cockatoo,Sun Conure,A15,Black Capped Lory,CKRD314,CKRD290,6427,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,H04,Black Capped Lory,GB2866,GB3172,6435,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,F05,Black Capped Lory,CKRC306,CKRC279,6436,17-03-2022,Fertile,20-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A35,Black Capped Lory,CKRD843,CKRC324,6430,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,B43,Black Capped Lory,HAISHL066,HAISHL066,6431,17-03-2022,Fertile,24-03-2022,,,,,,,,,Early,24-03-2022
Cockatoo,Sun Conure,B43,Black Capped Lory,HAISHL066,HAISHL066,6432,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A50,Black Capped Lory,CKRD894,CKRD161,6433,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2602,GB2602,6434,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A16,Black Capped Lory,GB2855,GB2855,6428,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Sun Conure,A22,Black Capped Lory,GB2785,GB2785,6429,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,F10,Black Capped Lory,PABW375,PABW375,6437,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,G29,Black Capped Lory,YUV26,YUV26,6438,17-03-2022,Infertile,,,,,,,,,,Early,25-03-2022
Cockatoo,Lory,G29,Black Capped Lory,YUV26,YUV26,6439,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,F35,Black Capped Lory,CKRD1403,8AJO373,6440,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,E47,Black Capped Lory,CKRD1589,CKRC222,6441,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,D46,Black Capped Lory,MVF845,BB858/11-126,6442,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,E34,Black Capped Lory,CKR221,CKR361,6443,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,D33,Black Capped Lory,CKRB050,CKRB050,6444,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,D32,Black Capped Lory,CKR182,CKR182,6445,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,D30,Black Capped Lory,CKRA480,CKRA417,6446,17-03-2022,Fertile,24-03-2022,,,,,,,,,,
Cockatoo,Lory,E29,Black Capped Lory,CKRC208,CKRC208,6447,17-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,D25,Black Capped Lory,215,ABW5147,6448,17-03-2022,Fertile,24-03-2022,,,,,,,,,Mid,28-03-2022
Cockatoo,Lory,D06,Black Capped Lory,NORING,NORING,6449,17-03-2022,Broken,,,,,,,,,,,
Cockatoo,Sun Conure,A15,Black Capped Lory,CKRD314,CKRD290,6450,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A16,Black Capped Lory,GB2855,GB2855,6451,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6452,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,B32,Black Capped Lory,GB2874,GB3126,6453,21-03-2022,Fertile,26-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,B43,Black Capped Lory,HAISHL066,HAISHL066,6454,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Sun Conure,A50,Black Capped Lory,CKRD894,CKRD161,6455,21-03-2022,Fertile,28-03-2022,,,,,,,,,Early,28-03-2022
Cockatoo,Sun Conure,A52,Black Capped Lory,GB2602,GB2602,6456,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,J19,Black Capped Lory,CKRE1766,CKRE1787,6457,21-03-2022,Fertile,23-03-2022,,,,,,,,,,
Cockatoo,Lory,J19,Black Capped Lory,CKRE1766,CKRE1787,6458,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,K13,Black Capped Lory,CKRE1767,CKRE2004,6459,21-03-2022,Fertile,28-03-2022,,,,,,,,,Early,25-03-2022
Cockatoo,Lory,F05,Black Capped Lory,CKRC306,CKRC279,6460,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E47,Black Capped Lory,CKRD1589,CKRC222,6461,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E44,Black Capped Lory,CKR354,CKR354,6462,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E40,Black Capped Lory,CKRC411,CKRC411,6463,21-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,D33,Black Capped Lory,CKRB050,CKRB050,6464,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,D32,Black Capped Lory,CKR182,CKR182,6465,21-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,D31,Black Capped Lory,204,224,6466,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,D28,Black Capped Lory,GF0346,CKRA158,6467,21-03-2022,Infertile,,,,,,,,,,,
Cockatoo,Lory,E27,Black Capped Lory,ABW4849,ABW5154,6468,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,D25,Black Capped Lory,215,ABW5147,6469,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E21,Black Capped Lory,CKRD1489,CKRD1489,6470,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E19,Black Capped Lory,SUNIL692,JP514,6471,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,E19,Black Capped Lory,SUNIL692,JP514,6472,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,D07,Black Capped Lory,MAR092,MAR050,6473,21-03-2022,Fertile,28-03-2022,,,,,,,,,,
Cockatoo,Lory,D06,Black Capped Lory,NORING,NORING,6474,21-03-2022,Broken,,,,,,,,,,,
Cockatoo,Vasantham,V09,Black Capped Lory,CKR26/28,CKRA019,2590,21-03-2022,,,,,,,,,,,,
Cockatoo,Vasantham,V05,Black Capped Lory,CKR0002,CKR03,2591,21-03-2022,,,,,,,,,,,,
Cockatoo,Vasantham,V21,Black Capped Lory,CKR0003,NORING,2592,21-03-2022,,,,,,,,,,,,
Cockatoo,Vasantham,V02,Black Capped Lory,PABW001,PABW036,2593,17-03-2022,,,,,,,,,,,,
Cockatoo,Vasantham,V21,Black Capped Lory,CKR0003,NORING,2594,17-03-2022,DIS,,,,,,,,,,,
Conure,Sun Conure,A15,Black Capped Lory,CKRD314,CKRD290,6475,26-03-2022,,,,,,,,,,,,
Conure,Sun Conure,A16,Black Capped Lory,GB2855,GB2855,6476,26-03-2022,,,,,,,,,,,Early,26-03-2022
Conure,Sun Conure,A24,Black Capped Lory,CKR190,CKR2788,6477,26-03-2022,,,,,,,,,,,,
Conure,Sun Conure,A24,Black Capped Lory,CKR190,CKR2788,6478,26-03-2022,,,,,,,,,,,,
Conure,Sun Conure,B33,Black Capped Lory,CKR53,CKRB136,6479,26-03-2022,,,,,,,,,,,,
Conure,Lory,H04,Black Capped Lory,GB2866,CKRE1626,6481,26-03-2022,,,,,,,,,,,,
Conure,Lory,H04,Black Capped Lory,GB2866,CKRE1626,6482,26-03-2022,,,,,,,,,,,,
Conure,Lory,I 12,Black Capped Lory,6R.FO248,HOANG.571,6483,26-03-2022,,,,,,,,,,,,
Conure,Lory,J19,Black Capped Lory,CKRE1766,CKRE1787,6484,26-03-2022,,,,,,,,,,,,
Conure,Lory,K08,Black Capped Lory,CKRE1706,CKRE1139,6485,26-03-2022,,,,,,,,,,,,
Lory ,Lory,F31,Black Capped Lory,CKRE1853,CKR1941,6486,26-03-2022,,,,,,,,,,,,
Lory ,Lory,F31,Black Capped Lory,CKRE1853,CKR1941,6487,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E46,Black Capped Lory,KOAJ1600,ACEIND87,6488,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E44,Black Capped Lory,CKR354,CKR354,6489,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E43,Black Capped Lory,CKRC315,CKRC294,6490,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E33,Black Capped Lory,CKRA127,CKR0110,6491,26-03-2022,,,,,,,,,,,,
Lory ,Lory,D31,Black Capped Lory,204,224,6492,26-03-2022,,,,,,,,,,,,
Lory ,Lory,D27,Black Capped Lory,CKRC283,CKRC202,6493,26-03-2022,,,,,,,,,,,,
Lory ,Lory,D27,Black Capped Lory,CKRC283,CKRC202,6494,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E27,Black Capped Lory,ABW4849,ABW5154,6495,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E22,Black Capped Lory,CKRB141,CKRB092,6496,26-03-2022,Broken,,,,,,,,,,,
Lory ,Lory,E21,Black Capped Lory,CKRD1489,CKRD1489,6497,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E18,Black Capped Lory,207,220,6498,26-03-2022,,,,,,,,,,,,
Lory ,Lory,E18,Black Capped Lory,207,220,6499,26-03-2022,,,,,,,,,,,,
Lory ,Lory,D17,Black Capped Lory,CHIRP027,JP371,6500,26-03-2022,Crack,,,,,,,,,,,
Lory ,Lory,E16,Black Capped Lory,ACEIND151,ACEIND151,6501,26-03-2022,Crack,,,,,,,,,,,
Lory ,Lory,D11,Black Capped Lory,YUV400,YUV287,6502,26-03-2022,,,,,,,,,,,,
Lory ,Lory,D07,Black Capped Lory,MAR092,MAR050,6503,26-03-2022,,,,,,,,,,,,
Conure,Sun Conure,B43,Crimson Bellied conure,HAISHL066,HAISHL066,6480,28-03-2022,DIS,,,,,,,,,,,
Conure,Sun Conure,B26,Sun Conure,GB2892,GB2932,6504,28-03-2022,,,,,,,,,,,,
Conure,Lory,I 12,Crimson Bellied conure,6R.FO248,HOANG.571,6505,28-03-2022,,,,,,,,,,,Early,28-03-2022
Conure,Lory,K08,Sun Conure,CKRE1706,CKRE1139,6506,28-03-2022,,,,,,,,,,,,
Lory ,Lory,E36,Olive Swainson Lorikeet+ Swainson Lorikeet,CKRB114,CKRB114,6507,28-03-2022,,,,,,,,,,,,
Lory ,Lory,E33,Scaly Breasted Lorikeet,CKRA127,CKR0110,6508,28-03-2022,,,,,,,,,,,,
Lory ,Lory,D17,Violet necked Lory,CHIRP027,JP371,6509,28-03-2022,,,,,,,,,,,,
Lory ,Lory,E16,Green Napped Lorikeet,ACEIND151,ACEIND151,6510,28-03-2022,,,,,,,,,,,,
Lory ,Lory,D11,Green Napped Lorikeet,YUV400,YUV287,6511,28-03-2022,,,,,,,,,,,,
