Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Bird status
Conure,Sun Conure,A38,Janday Conure,GB3339,Female,Proven,Hold
Conure,Sun Conure,A39,Sun Conure,CKRD1064,Female,Proven,Hold
Conure,Sun Conure,A39,Sun Conure,CKRD233,Male,Proven,Hold
Conure,Sun Conure,A40,Sun Conure,VRS66,Male,Proven,Hold
Conure,Sun Conure,A40,Sun Conure,GB3189,Female,Proven,Hold
Conure,Sun Conure,A41,Sun Conure,GB2719,Male,Proven,Hold
Conure,Sun Conure,A41,Sun Conure,GB2955,Female,Proven,Hold
Conure,Sun Conure,A42,Sun Conure,GB2649,Female,Proven,Hold
Conure,Sun Conure,A42,Sun Conure,GB2895,Male,Proven,Hold
Parrot,Sun Conure,A43,Caique,CKR30,Male,Proven,Hold
Parrot,Sun Conure,A43,Caique,CKRB196,Female,Proven,Hold
Conure,Sun Conure,A44,Sun Conure,GB3076,Female,Proven,Hold
Conure,Sun Conure,A44,Sun Conure,GB3220,Male,Proven,Hold
Conure,Sun Conure,A45,Sun Conure,CKRD293,Female,Proven,Hold
Conure,Sun Conure,A45,Sun Conure,CKRC133,Male,Proven,Hold
Conure,Sun Conure,A46,Sun Conure,CKRB191,Female,Proven,Hold
Conure,Sun Conure,A46,Sun Conure,GB3211,Male,Proven,Hold
Conure,Sun Conure,A47,Sun Conure,CKRD372,Male,Proven,Hold
Conure,Sun Conure,A47,Sun Conure,CKRD154,Female,Proven,Hold
Conure,Sun Conure,A48,Sun Conure,CKRC325,Male,Proven,Hold
Conure,Sun Conure,A48,Sun Conure,CKRC331,Female,Proven,Hold
Conure,Sun Conure,A49,Sun Conure,CKRD1221,Female,Proven,Hold
Conure,Sun Conure,A49,Sun Conure,CKRD1213,Male,Proven,Hold
Conure,Sun Conure,A50,Sun Conure,CKRD161,Female,Proven,Hold
Conure,Sun Conure,A50,Sun Conure,CKRD894,Male,Proven,Hold
Conure,Sun Conure,A51,Sun Conure,CKRD214,Female,Proven,Hold
Conure,Sun Conure,A51,Sun Conure,CKRD303,Male,Proven,Hold
Conure,Sun Conure,A52,Sun Conure,GB2602,Female,Proven,Hold
Conure,Sun Conure,A52,Sun Conure,GB2773,Male,Proven,Hold
Conure,Sun Conure,A53,Janday Conure,CKRC141,Female,Proven,Hold
Conure,Sun Conure,A53,Janday Conure,JF405,Male,Proven,Hold
Conure,Sun Conure,A54,Sun Conure,GB2790,Female,Proven,Hold
Conure,Sun Conure,A54,Sun Conure,SATHISH16,Male,Proven,Hold
Conure,Sun Conure,A55,Sun Conure,GB3186,Male,Proven,Hold
Conure,Sun Conure,A55,Sun Conure,SATHISH18,Female,Proven,Hold
Conure,Sun Conure,A56,Sun Conure,GB2898,Male,Proven,Hold
Conure,Sun Conure,A56,Sun Conure,GB2933,Female,Proven,Hold
Conure,Sun Conure,B01,Sun Conure,GB2725,Female,Proven,Hold
Conure,Sun Conure,B01,Sun Conure,GB2765,Male,Proven,Hold
Conure,Sun Conure,B02,Sun Conure,CKRC221,Male,Proven,Hold
Conure,Sun Conure,B02,Sun Conure,CKRD316,Female,Proven,Hold
Conure,Sun Conure,B03,Sun Conure,GB2871,Female,Proven,Hold
Conure,Sun Conure,B03,Sun Conure,GB3167,Male,Proven,Hold
Conure,Sun Conure,B04,Sun Conure,CKRD216,Male,Proven,Hold
Conure,Sun Conure,B04,Sun Conure,CKRD1380,Female,Proven,Hold
Parrot,Sun Conure,B05,Red Belly,CKRB211,,Proven,Hold
Parrot,Sun Conure,B05,Red Belly,266,,Proven,Hold
Conure,Sun Conure,B06,Sun Conure,GB3059,Male,Proven,Hold
Conure,Sun Conure,B06,Sun Conure,CPC143,Female,Proven,Hold
Conure,Sun Conure,B07,Sun Conure,CKRB131,Male,Proven,Hold
Conure,Sun Conure,B07,Sun Conure,GB3096,Female,Proven,Hold
Parrot,Sun Conure,B08,Cape Parrot,CKR52,Female,Proven,Hold
Parrot,Sun Conure,B08,Cape Parrot,CKRA061,Male,Proven,Hold
Conure,Sun Conure,B09,Sun Conure,GB3213,Female,Proven,Hold
Conure,Sun Conure,B10,Sun Conure,GB3222,Female,Proven,Hold
Conure,Sun Conure,B10,Sun Conure,GB2899,Male,Proven,Hold
Conure,Sun Conure,B11,Sun Conure,GB2754,Male,Proven,Hold
Conure,Sun Conure,B11,Sun Conure,GB2759,Female,Proven,Hold
Conure,Sun Conure,B12,Sun Conure,GB2701,Male,Proven,Hold
Conure,Sun Conure,B12,Janday Conure,GB3332,Female,Proven,Hold
Conure,Sun Conure,B13,Sun Conure,GB3097,Female,Proven,Hold
Conure,Sun Conure,B13,Sun Conure,GB2810,Male,Proven,Hold
Conure,Sun Conure,B14,Sun Conure,GB2698,Male,Proven,Hold
Conure,Sun Conure,B14,Sun Conure,GB2780,Female,Proven,Hold
Conure,Sun Conure,B15,Janday Conure,GB3333,Female,Proven,Hold
Conure,Sun Conure,B15,Janday Conure,CKRC258,Male,Proven,Hold
Conure,Sun Conure,B16,Sun Conure,ACEIND153,Female,Proven,Hold
Conure,Sun Conure,B16,Sun Conure,CKRD300,Male,Proven,Hold
Conure,Sun Conure,B17,Sun Conure,GB2718,Female,Proven,Hold
Conure,Sun Conure,B17,Sun Conure,GB2891,Male,Proven,Hold
Conure,Sun Conure,B18,Sun Conure,GB2767,Male,Proven,Hold
Conure,Sun Conure,B18,Sun Conure,NAGU14,Female,Proven,Hold
Conure,Sun Conure,B19,Sun Conure,GB3168,Female,Proven,Hold
Conure,Sun Conure,B19,Sun Conure,GB2819,Male,Proven,Hold
Conure,Sun Conure,B20,Sun Conure,GB2815,Male,Proven,Hold
Conure,Sun Conure,B21,Sun Conure,GB3116,Female,Proven,Hold
Conure,Sun Conure,B21,Sun Conure,GB3127,Male,Proven,Hold
Conure,Sun Conure,B22,Sun Conure,GB2714,Male,Proven,Hold
Conure,Sun Conure,B22,Sun Conure,GB2747,Female,Proven,Hold
Conure,Sun Conure,B23,Sun Conure,GB2735,Male,Proven,Hold
Conure,Sun Conure,B24,Sun Conure,GB2636,Male,Proven,Hold
Conure,Sun Conure,B24,Janday Conure,GB3334,Female,Proven,Hold
Conure,Sun Conure,B25,Sun Conure,GB3099,Female,Proven,Hold
Conure,Sun Conure,B25,Sun Conure,GB2853,Male,Proven,Hold
Conure,Sun Conure,B26,Sun Conure,GB2892,Male,Proven,Hold
Conure,Sun Conure,B26,Sun Conure,GB2932,Female,Proven,Hold
Conure,Sun Conure,B27,Sun Conure,CKRB184,Female,Proven,Hold
Conure,Sun Conure,B27,Sun Conure,GB2730,Male,Proven,Hold
Conure,Sun Conure,B28,Sun Conure,GB2724,Female,Proven,Hold
Conure,Sun Conure,B28,Sun Conure,GB2942,Male,Proven,Hold
Conure,Sun Conure,B29,Sun Conure,GB2700,Female,Proven,Hold
Conure,Sun Conure,B29,Sun Conure,GB2807,Male,Proven,Hold
Conure,Sun Conure,B30,Sun Conure,GB2702,Male,Proven,Hold
Conure,Sun Conure,B30,Sun Conure,GB2823,Female,Proven,Hold
Conure,Sun Conure,B31,Sun Conure,CKR279,Female,Proven,Hold
Conure,Sun Conure,B31,Sun Conure,CKRA442,Male,Proven,Hold
Conure,Sun Conure,B32,Sun Conure,GB2874,Male,Proven,Hold
Conure,Sun Conure,B32,Sun Conure,GB3126,Female,Proven,Hold
Conure,Sun Conure,B33,Janday Conure,CKR53,Male,Proven,Hold
Conure,Sun Conure,B33,Janday Conure,CKRB136,Female,Proven,Hold
Conure,Sun Conure,B35,Sun Conure,GB2827,Male,Proven,Hold
Conure,Sun Conure,B35,Sun Conure,CKRA352,Female,Proven,Hold
Conure,Sun Conure,B36,Sun Conure,GB2937,Female,Proven,Hold
Conure,Sun Conure,B36,Sun Conure,GB2939,Male,Proven,Hold
Conure,Sun Conure,B37,Sun Conure,CKRC276,Female,Proven,Hold
Conure,Sun Conure,B37,Sun Conure,GB2894,Male,Proven,Hold
Conure,Sun Conure,B38,Sun Conure,GB3047,Male,Proven,Hold
Conure,Sun Conure,B38,Janday Conure,GB3323,Female,Proven,Hold
Conure,Sun Conure,B39,Sun Conure,CKR153,Female,Proven,Hold
Conure,Sun Conure,B39,Sun Conure,GB2956,Male,Proven,Hold
Conure,Sun Conure,B40,Sun Conure,GB2893,Male,Proven,Hold
Conure,Sun Conure,B40,Sun Conure,GB3080,Female,Proven,Hold
Conure,Sun Conure,B41,Sun Conure,GB2914,Male,Proven,Hold
Conure,Sun Conure,B41,Sun Conure,GB3068,Female,Proven,Hold
Conure,Sun Conure,B42,Sun Conure,CKRD320,Male,Proven,Hold
Conure,Sun Conure,B42,Sun Conure,CKRD1381,Female,Proven,Hold
Conure,Sun Conure,B43,Crimson Bellied Conure,HAISHL066,Female,Proven,Hold
Conure,Sun Conure,B43,Crimson Bellied Conure,SIVA529,Male,Proven,Hold
Conure,Sun Conure,B44,Red Fronted Conure,CKR373,Male,Proven,Hold
Conure,Sun Conure,B44,Red Fronted Conure,JJC005,Female,Proven,Hold
Conure,Sun Conure,B45,Sun Conure,GB3196,Male,Proven,Hold
Conure,Sun Conure,B45,Sun Conure,GB3208,Female,Proven,Hold
Conure,Sun Conure,B46,Nanday Conure,CKR078,Male,Proven,Hold
Conure,Sun Conure,B46,Nanday Conure,CKRB047,Female,Proven,Hold
Conure,Sun Conure,B47,Sun Conure,GB2822,Female,Proven,Hold
Conure,Sun Conure,B47,Sun Conure,GB2631,Male,Proven,Hold
Conure,Sun Conure,B48,Nanday Conure,CKRA167,Female,Proven,Hold
Conure,Sun Conure,B48,Nanday Conure,CKRB139&133,Male,Proven,Hold
Conure,Sun Conure,B49,Nansun Conure,CKRB232,Male,Proven,Hold
Conure,Sun Conure,B49,Nansun Conure,CKRB237,Female,Proven,Hold
Pionus,Sun Conure,B50,Bronze wing pionus,JK012(OR)7,Female,Proven,Hold
Pionus,Sun Conure,B50,Bronze wing pionus,LV0880H1,Male,Proven,Hold
Conure,Sun Conure,B51,Nanday Conure,CKRB046,Male,Proven,Hold
Conure,Sun Conure,B51,Nanday Conure,CKRB193,Female,Proven,Hold
Conure,Sun Conure,B52,Nanday Conure,CKR374,Male,Proven,Hold
Conure,Sun Conure,B52,Nanday Conure,CKRA169,Female,Proven,Hold
Conure,Sun Conure,B53,Sun Conure,GB2736,Male,Proven,Hold
Conure,Sun Conure,B54,Sun Conure,CKRD315,Female,Proven,Hold
Conure,Sun Conure,B54,Sun Conure,CKRD1073,Male,Proven,Hold
Conure,Sun Conure,B55,Nansun Conure,CKRC252,Male,Proven,Hold
Conure,Sun Conure,B56,Sun Conure,GB2571,Female,Proven,Hold
Conure,Sun Conure,B56,Sun Conure,GB2689,Male,Proven,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1604,Male,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1553,Female,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1077,Female,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRD1261,Male,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1969,Female,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRD1252,Male,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1267,Female,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1332,Male,Semi adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1329,Female,Semi adult,Hold
Conure,Cockatoo,C02,Sun Conure,CKRE1099,Female,Non proven,Hold
Conure,Cockatoo,C02,Sun Conure,CKRE1724,Female,Non proven,Hold
Conure,Cockatoo,C02,Sun Conure,CKRE2144,female,Semi adult,Hold
Conure,Macaw,C02,Sun Conure,CKRF810,Female,Semi adult,Hold
Conure,Cockatoo,C02,Sun Conure,CKRE2069,female,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1972,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1326,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1611,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1612,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1334,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1966,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1258,,Semi adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1609,,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1586,Female,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1581,Male,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1551,Male,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1301,,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRF118,Female,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1324,,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1076,Male,Semi adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRF200,Male,Semi adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF105,Female,Semi adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF1327,Male,Semi adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF111,Male,Semi adult,Hold
Conure,Cockatoo,C05,Sun Conure,NORING,,Semi adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF194,,Semi adult,Hold
Conure,Macaw,C05,Nansun Conure,CKRC338,Female,Proven,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF195,Female,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF158,Male,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF988,Female,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF904,Male,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF846,Female,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF835,Female,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF845,Male,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF814,Male,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF190,Female,Semi adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF874,Female,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1302,Male,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1988,Female,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1599,Male,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRF720,Female,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRF913,Male,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1281,Male,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1643,Female,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1068,,Semi adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1482,,Semi adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2074,male,Semi adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2129,Male,Semi adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2061,female,Semi adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRF673,female,Semi adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2076,,Semi adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2066,female,Semi adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2128,male,Semi adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2127,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1602,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1309,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1631,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1583,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1626,Female,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1965,Male,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1493,Male,Semi adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1140,Male,Semi adult,Hold
Lory,Cockatoo,C15,Swainson Lorikeet,CKRE2166,Male,Semi adult,Hold
Lory,Cockatoo,C15,Swainson Lorikeet,CKRF477,Male,Semi adult,Hold
Lory,Cockatoo,C15,Swainson Lorikeet,CKRE1576,Female,Semi adult,Hold
Lorikeet,Cockatoo,C17,Green Napped Lorikeet,ACEIND070,Female,Semi adult,Hold
Lory,Cockatoo,C18,Chattering Lory,CKRD609,Female,Semi adult,Hold
Lory,Cockatoo,C19,Black Capped Lory,SUNIL625,Male,Semi adult,Hold
Lory,Cockatoo,C19,Black Capped Lory,ACEIND177,Male,Semi adult,Hold
Lory,Cockatoo,C20,Red Lory ,CKRD671,Female,Semi adult,Hold
Lory,Cockatoo,C20,Red Lory ,CKRD1581,,Semi adult,Hold
Lory,Cockatoo,C21,Swainson Lorikeet,CKRE1270,Female,Semi adult,Hold
Lory,Cockatoo,C21,Swainson Lorikeet,CKRE1558,Female,Semi adult,Hold
Lory,Cockatoo,C21,Swainson Lorikeet,CKRE1561,,Semi adult,Hold
Lory,Cockatoo,C21,Swainson Lorikeet,CKRE1559,,Semi adult,Hold
Lory,Cockatoo,C21,Swainson Lorikeet,CKRE1562,Male,Semi adult,Hold
Lory,Cockatoo,C22,Red Collared Lorikeet,CKR1942,Male,Semi adult,Hold
Lory,Cockatoo,C22,Red Collared Lorikeet,11124,Male,Semi adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1444,Female,Semi adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1540,Female,Semi adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1524,Female,Semi adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1535,Male,Semi adult,Hold
Lory,Cockatoo,C24,Red Collared Lorikeet,CKRC298,Male,Semi adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M005,Female,Semi adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M054,Female,Semi adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M029,Female,Semi adult,Hold
Lory,Cockatoo,C26,Olive Swainson Lorikeet,CKRF1046,Male,Semi adult,Hold
Lory,Cockatoo,C26,Red Collared Lorikeet,CKRF397,Male,Semi adult,Hold
Lory,Cockatoo,C26,Swainson Lorikeet,CKRF670,Female,Semi adult,Hold
Lory,Cockatoo,C26,Swainson Lorikeet,CKRF668,Female,Semi adult,Hold
Lory,Cockatoo,C26,Red Collared Lorikeet,CKRE2059,Female,Semi adult,Hold
Lory,Cockatoo,C26,Olive Swainson Lorikeet,CKRF400,Female,Semi adult,Hold
Lory,Cockatoo,C26,Red Lory ,CKRD664,,Semi adult,Hold
Lory,Cockatoo,C26,Swainson Lorikeet,CKRF051,Female,Semi adult,Hold
Lory,Cockatoo,C26,Red Lory ,CKRF1044,Male,Semi adult,Hold
Conure,Cockatoo,C27,Red Collared Lorikeet,CKRF667,Female,Semi adult,Hold
Conure,Cockatoo,C27,Swainson Lorikeet,CKRF666,Female,Semi adult,Hold
Conure,Cockatoo,C27,Red Collared Lorikeet,CKRE2113,Male,Semi adult,Hold
Conure,Cockatoo,C27,Swainson Lorikeet,CKRF669,Male,Semi adult,Hold
Lory,Cockatoo,C28,Yellow bibbed Lory,CKRD1628,,Semi adult,Hold
Lory,Cockatoo,C28,Chattering Lory,CKRF489,,Semi adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRE1472,,Semi adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRD650,,Semi adult,Hold
Lory,Cockatoo,C29,Black Capped Lory,CKRE1547,Male,Semi adult,Hold
Lory,Cockatoo,C29,Red Lory ,CKRD2167,,Semi adult,Hold
Lorikeet,Cockatoo,C30,Red Collared Lorikeet,ACEIND128,Female,Semi adult,Hold
Lory,Cockatoo,C31,Black Capped Lory,CKRD1568,Male,Semi adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF1006,Female,Semi adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF1040,Female,Semi adult,Hold
Lory,Cockatoo,C32,Black Capped & Chattering Lory,CKRF1014,Female,Semi adult,Hold
Lory,Cockatoo,C32,Red Lory ,CKRF719,Male,Semi adult,Hold
Lory,Cockatoo,C33,Yellow bibbed Lory,17.063,,Semi adult,Hold
Lory,Cockatoo,C33,Yellow bibbed Lory,CKRD1580,,Semi adult,Hold
Lory,Cockatoo,C34,Black Capped Lory,CKRF491,,Semi adult,Hold
Lory,Cockatoo,C35,Swainson Lorikeet,CKRF492,Female,Semi adult,Hold
Lory,Cockatoo,C35,Swainson Lorikeet,CKRE026,Female,Semi adult,Hold
Lory,Cockatoo,C35,Swainson Lorikeet,CKRE1156,,Semi adult,Hold
Lorikeet,Cockatoo,C35,Green Napped Lorikeet,ACEIND086,Female,Semi adult,Hold
Lory,Cockatoo,C35,Red Collared Lorikeet,CKRF379,Male,Semi adult,Hold
Lory,Cockatoo,C36,Red Lory ,CKRC380,Female,Semi adult,Hold
Lory,Cockatoo,C37,Yellow bibbed Lory,CKRD654,,Semi adult,Hold
Lory,Cockatoo,C38,Black Capped Lory,SUNHG1646,Male,Semi adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF388,Male,Semi adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF1041,Female,Semi adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF381,Female,Semi adult,Hold
Lory,Cockatoo,C39,Red Lory ,CKRF301,Male,Semi adult,Hold
Lory,Cockatoo,C40,Red Lory ,CKRD663,,Semi adult,Hold
Lory,Cockatoo,C40,Red Lory ,CKRE1232,,Semi adult,Hold
Lory,Cockatoo,C40,Red Lory ,CKRD679,,Semi adult,Hold
Lory,Cockatoo,C40,Red Lory ,CKRD1422,,Semi adult,Hold
LORY,Cockatoo,C41,Chattering Lory,GVR05,Female,Semi adult,Hold
LORY,Cockatoo,C41,Chattering Lory,GVR06,Female,Semi adult,Hold
Lory,Cockatoo,C42,Swainson Lorikeet,CKRF1975,,Semi adult,Hold
Lory,Cockatoo,C42,Swainson Lorikeet,CKRE1995,,Semi adult,Hold
