Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Bird status
Conure,Sun Conure,B40,Sun Conure,GB2893,,Proven,Hold
Conure,Sun Conure,B40,Sun Conure,GB3080,,Proven,Hold
Conure,Sun Conure,B41,Sun Conure,GB2914,,Proven,Hold
Conure,Sun Conure,B41,Sun Conure,GB3068,,Proven,Hold
Conure,Sun Conure,B42,Sun Conure,CKRD320,,Proven,Hold
Conure,Sun Conure,B42,Sun Conure,CKRD1381,,Proven,Hold
Conure,Sun Conure,B43,Crimson Bellied conure,HAISHL066,,Proven,Hold
Conure,Sun Conure,B43,Crimson Bellied conure,SIVA529,,Proven,Hold
Conure,Sun Conure,B44,Red Fronted Conure,CKR373,,Proven,Hold
Conure,Sun Conure,B44,Red Fronted Conure,JJC005,,Proven,Hold
Conure,Sun Conure,B45,Sun Conure,GB3196,,Proven,Hold
Conure,Sun Conure,B45,Sun Conure,GB3208,,Proven,Hold
Conure,Sun Conure,B46,Nanday Conure,CKR078,,Proven,Hold
Conure,Sun Conure,B46,Nanday Conure,CKRB047,,Proven,Hold
Conure,Sun Conure,B47,Sun Conure,GB2822,,Proven,Hold
Conure,Sun Conure,B47,Sun Conure,GB2631,,Proven,Hold
Conure,Sun Conure,B48,Nanday Conure,CKRA167,,Proven,Hold
Conure,Sun Conure,B48,Nanday Conure,CKRB139&133,,Proven,Hold
Conure,Sun Conure,B49,Nansun Conure,CKRB232,,Proven,Hold
Conure,Sun Conure,B49,Nansun Conure,CKRB237,,Proven,Hold
Pionus,Sun Conure,B50,Bronze wing pionus,JK012(OR)7,,Proven,Hold
Pionus,Sun Conure,B50,Bronze wing pionus,LV0880H1,,Proven,Hold
Conure,Sun Conure,B51,Nanday Conure,CKRB046,,Proven,Hold
Conure,Sun Conure,B51,Nanday Conure,CKRB193,,Proven,Hold
Conure,Sun Conure,B52,Nanday Conure,CKR374,,Proven,Hold
Conure,Sun Conure,B52,Nanday Conure,CKRA169,,Proven,Hold
Conure,Sun Conure,B53,Sun Conure,GB2736,,Proven,Hold
Conure,Sun Conure,B54,Sun Conure,CKRD315,,Proven,Hold
Conure,Sun Conure,B54,Sun Conure,CKRD1073,,Proven,Hold
Conure,Sun Conure,B55,Nansun Conure,CKRC252,,Proven,Hold
Conure,Sun Conure,B56,Sun Conure,GB2571,,Proven,Hold
Conure,Sun Conure,B56,Sun Conure,GB2689,,Proven,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1604,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1553,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1077,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRD1261,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1969,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRD1252,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1267,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1722,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1332,,Semi Adult,Hold
Conure,Cockatoo,C01,Sun Conure,CKRE1329,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1972,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1326,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1611,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1612,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1334,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1966,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1957,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1258,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1609,,Semi Adult,Hold
Conure,Cockatoo,C03,Sun Conure,CKRE1134,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1586,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1581,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1551,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1301,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRF118,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1324,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1951,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRE1076,,Semi Adult,Hold
Conure,Cockatoo,C04,Sun Conure,CKRF200,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRE1273,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRE1314,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF105,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF125,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF1327,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF111,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,NORING,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRF194,,Semi Adult,Hold
Conure,Cockatoo,C05,Sun Conure,CKRE2036,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF195,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF158,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF988,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF904,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF846,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF835,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF845,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF814,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF190,,Semi Adult,Hold
Conure,Cockatoo,C06,Sun Conure,CKRF874,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1302,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1988,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1599,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRF720,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRF913,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1281,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1643,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1068,,Semi Adult,Hold
Conure,Cockatoo,C08,Sun Conure,CKRE1482,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2106,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2074,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2082,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2084,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2129,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2069,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2141,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRF675,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRE2061,,Semi Adult,Hold
Conure,Cockatoo,C11,Sun Conure,CKRF673,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2060,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2145,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2066,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2142,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2128,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2118,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2127,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE2067,,Semi Adult,Hold
Conure,Cockatoo,C12,Sun Conure,CKRE1881,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1602,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1309,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1631,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1583,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1626,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1965,,Semi Adult,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1493,,Non proven,Hold
Conure,Cockatoo,C14,Sun Conure,CKRE1140,,Non proven,Hold
Lorikeet,Cockatoo,C15,Swainson Lorikeet,CKRE2166,,Semi Adult,Hold
Lorikeet,Cockatoo,C15,Swainson Lorikeet,CKRF477,,Semi Adult,Hold
Lorikeet,Cockatoo,C15,Swainson Lorikeet,CKRE1576,,Semi Adult,Hold
Lorikeet,Cockatoo,C17,Green Napped Lorikeet,ACEIND070,,Semi Adult,Hold
Lory,Cockatoo,C18,Chattering Lory,CKRD609,,Semi Adult,Hold
Lory,Cockatoo,C19,Black Capped Lory,SUNIL625,,Semi Adult,Hold
Lory,Cockatoo,C19,Black Capped Lory,ACEIND177,,Semi Adult,Hold
Lory,Cockatoo,C20,Red Lory ,CKRD671,,Semi Adult,Hold
Lory,Cockatoo,C20,Red Lory ,CKRD1581,,Semi Adult,Hold
Lorikeet,Cockatoo,C21,Swainson Lorikeet,CKRE1270,,Semi Adult,Hold
Lorikeet,Cockatoo,C21,Swainson Lorikeet,CKRE1558,,Semi Adult,Hold
Lorikeet,Cockatoo,C21,Swainson Lorikeet,CKRE1561,,Semi Adult,Hold
Lorikeet,Cockatoo,C21,Swainson Lorikeet,CKRE1559,,Semi Adult,Hold
Lorikeet,Cockatoo,C21,Swainson Lorikeet,CKRE1562,,Semi Adult,Hold
Lorikeet,Cockatoo,C22,Red Collared Lorikeet,CKR1942,,Semi Adult,Hold
Lorikeet,Cockatoo,C22,Red Collared Lorikeet,11124,,Semi Adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1444,,Semi Adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1540,,Semi Adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1524,,Semi Adult,Hold
Lory,Cockatoo,C23,Black Capped Lory,CKRD1535,,Semi Adult,Hold
Lorikeet,Cockatoo,C24,Red Collared Lorikeet,CKRC298,,Semi Adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M005,,Semi Adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M054,,Semi Adult,Hold
Lory,Cockatoo,C25,Black Capped Lory,M029,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Olive Swainson Lorikeet,CKRF1046,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Red Collared Lorikeet,CKRF397,,Semi Adult,Hold
Lorikeet,Cockatoo,C26,Swainson Lorikeet,CKRF670,,Semi Adult,Hold
