Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Actual Weight
Conure,Lory Aviary,H10,Sun Conure,CKRE 1338,Female,Non proven,
Conure,Lory Aviary,H11,Sun Conure,CKRE 1613,Male,Non proven,
Conure,Lory Aviary,H11,Sun Conure,CKRE 1319,Female,Non proven,
Conure,Lory Aviary,H12,Sun Conure,CKRE 1292,Female,Non proven,
Conure,Lory Aviary,H12,Sun Conure,CKRE 1568,Male,Non proven,
Conure,Lory Aviary,H13,Sun Conure,CKRE 1275,Female,Non proven,
Conure,Lory Aviary,H13,Sun Conure,CKRE 1603,Male,Non proven,
Conure,Lory Aviary,H14,Sun Conure,CKRE 1970,Female,Non proven,
Conure,Lory Aviary,H14,Sun Conure,CKRE 1647,Male,Non proven,
Conure,Lory Aviary,H15,Sun Conure,CKRE 1622,Female,Non proven,
Conure,Lory Aviary,H15,Sun Conure,CKRE 1588,Male,Non proven,
Conure,Lory Aviary,H16,Sun Conure,CKRE 1277,Female,Non proven,
Conure,Lory Aviary,H16,Sun Conure,CKRE 1594,Male,Non proven,
Conure,Lory Aviary,H17,Sun Conure,CKRE 1600,Female,Non proven,
Conure,Lory Aviary,H17,Sun Conure,CKRE 1634,Male,Non proven,
Conure,Lory Aviary,H18,Sun Conure,CKRE 1595,Female,Non proven,
Conure,Lory Aviary,H18,Sun Conure,CKRE 1593,Male,Non proven,
Conure,Lory Aviary,H19,Crimson bellied conure,LPV 016,,Proven,
Conure,Lory Aviary,H19,Crimson bellied conure,1DEERS 176,,Proven,
Conure,Lory Aviary,H20,Sun conure,GB 2927,Female,Proven,
Conure,Lory Aviary,H20,Sun conure,GB 2707,MALE,Proven,
Conure,Lory Aviary,H21,Crimson bellied conure,GLITUS 48,Female,Proven,
Conure,Lory Aviary,H21,Crimson bellied conure,AF 25,Male,Proven,
Conure,Lory Aviary,H22,Sun conure,GB 2799,Male,Proven,
Conure,Lory Aviary,H22,Sun conure,GB 2868,Female,Proven,
Lory,Lory Aviary,H23,Black capped lory,JFS11,Male,Semi Adult,
Lory,Lory Aviary,H24,Chattering Lory,CKRD 1410,Male,Semi Adult,
Conure,Lory Aviary,H25,Janday conure,Ckr 057,Female,Proven,
Conure,Lory Aviary,H25,Sun conure,Ckr 21,Male,Proven,
Conure,Lory Aviary,H26,Sun conure,GD 2692,Male,Proven,
Conure,Lory Aviary,H26,Sun conure,GD 3183,Female,Proven,
Conure,Lory Aviary,I 01,Crimson Bellied conure,TJ 0789,Female,Non proven,
Conure,Lory Aviary,I 01,Crimson Bellied conure,AP 72786,Male,Non proven,
Conure,Lory Aviary,I 02,Crimson Bellied conure,137,Male,Non proven,
Conure,Lory Aviary,I 02,Crimson Bellied conure,Huang.480,Female,Non proven,
Conure,Lory Aviary,I 03,Crimson Bellied conure,HMS .19.197,,Non proven,
Conure,Lory Aviary,I 03,Crimson Bellied conure,S.K 319,,Non proven,
Conure,Lory Aviary,I 04,Crimson Bellied conure,163,,Non proven,
Conure,Lory Aviary,I 04,Crimson Bellied conure,3879,,Non proven,
Parrot,Lory Aviary,I 05,Caique,CKR 21,,Non proven,
Parrot,Lory Aviary,I 05,Caique,OMC 038,,Non proven,
Conure,Lory Aviary,I 06,Crimson Bellied conure,PRCHAEARYRAVS063,,Proven,
Conure,Lory Aviary,I 06,Crimson Bellied conure,AJWA06,,Proven,
Parrot,Lory Aviary,I 07,Caique,G01,,Proven,
Parrot,Lory Aviary,I 07,Caique,No Ring,,Proven,
Conure,Lory Aviary,I 08,Crimson Bellied conure,FAESAL 547,,Non proven,
Conure,Lory Aviary,I 08,Crimson Bellied conure,376,,Non proven,
Conure,Lory Aviary,I 09,Blue throated Conure,No ring,NA,Proven,
Conure,Lory Aviary,I 09,Blue throated Conure,No ring,NA,Proven,
Conure,Lory Aviary,I 10,Crimson Bellied conure,RAGHU 001,,Non proven,
Conure,Lory Aviary,I 10,Crimson Bellied conure,RAJA 110,,Non proven,
Conure,Lory Aviary,I 11,Sun Conure,CKRE 1614,Female,Non proven,
Conure,Lory Aviary,I11,Sun Conure,CKRE 1596,Male,Non proven,
Conure,Lory Aviary,I 12,Crimson Bellied conure,Hoang .571,Female,Non proven,
Conure,Lory Aviary,I 12,Crimson Bellied conure,6 R.Fo248,Male,Non proven,
Conure,Lory Aviary,I 13,Sun and Jandaya,CKRE 1589,Male,Non proven,
Conure,Lory Aviary,I13,Sun and Jandaya,CKRE 1569,Female,Non proven,
Conure,Lory Aviary,I 14,Crimson Bellied conure,DVJ 001,,Non proven,
Conure,Lory Aviary,I 14,Crimson Bellied conure,DOONPET 132,,Non proven,
Conure,Lory Aviary,I 15,Sun Conure,CKRE 1624,Female,Non proven,
Conure,Lory Aviary,I 15,Sun Conure,CKRE 1552,Male,Non proven,
Conure,Lory Aviary,I 16,Crimson Bellied conure,GPWLWL0335515001,,Non proven,
Conure,Lory Aviary,I 16,Crimson Bellied conure,ATR 025,,Non proven,
Conure,Lory Aviary,I17,Sun Conure,CKRE 1627,Male,Non proven,
Conure,Lory Aviary,I 17,Sun Conure,CKRE 1325,Female,Non proven,
Conure,Lory Aviary,I 18,Crimson Bellied conure,ABML 55937010044,,Non proven,
Conure,Lory Aviary,I 18,Crimson Bellied conure,SIVA 523,,Non proven,
Conure,Lory Aviary,I 19,Sun Conure,CKRE 1630,Female,Non proven,
Conure,Lory Aviary,I 19,Sun Conure,CKRE 1525,Male,Non proven,
Conure,Lory Aviary,I 20,Crimson Bellied conure,GB 2569,Female,Non proven,
Conure,Lory Aviary,I 20,Crimson Bellied conure,GB 2585,Male,Non proven,
Conure,Lory Aviary,I 21,Sun Conure,CKRE 1644,Female,Non proven,
Conure,Lory Aviary,I 21,Sun Conure,CKRE 1527,Male,Non proven,
Conure,Lory Aviary,I 22,Crimson Bellied conure,FAISAL125,Female,Non proven,
Conure,Lory Aviary,I 22,Crimson Bellied conure,YM 132,Male,Non proven,
Conure,Lory Aviary,J01,Sun Conure,CKRE 1620,Female,Non proven,
Conure,Lory Aviary,J01,Sun Conure,CKRE 1629,Male,Non proven,
Lory,Lory Aviary,J02,Violet Nacked Lory,VPW 10,Female,Semi Adult,
Lory,Lory Aviary,J02,Violet Necked Lory,CKRD 503,Female,Semi Adult,
Conure,Lory Aviary,J03,Sun Conure,CKRE 1331,Female,Non proven,
Conure,Lory Aviary,J03,Sun Conure,CKRE 1274,Male,Non proven,
Conure,Lory Aviary,J04,Sun Conure,CKRE 1606,Female,Non proven,
Conure,Lory Aviary,J04,Sun Conure,CKRE 1317,Male,Non proven,
Conure,Lory Aviary,J05,Sun Conure,CKRE 1814,Female,Non proven,
Conure,Lory Aviary,J05,Sun Conure,CKRE 1333,Male,Non proven,
Conure,Lory Aviary,J06,Sun Conure,CKRE 1313,Female,Non proven,
Conure,Lory Aviary,J06,Sun Conure,CKRE 1343,Male,Non proven,
Conure,Lory Aviary,J07,Sun Conure,CKRE 1965,Male,Semi Adult,
Conure,Lory Aviary,J08,Sun Conure,CKRE 1973,Female,Non proven,
Conure,Lory Aviary,J08,Sun Conure,CKRE 1336,Male,Non proven,
Conure,Lory Aviary,J09,Sun Conure,CKRE 1102,Female,Non proven,
Conure,Lory Aviary,J09,Sun Conure,CKRE 1095,Male,Non proven,
Conure,Lory Aviary,J10,Sun Conure,CKRE 1097,Female,Non proven,
Conure,Lory Aviary,J10,Sun Conure,CKRE 1462,Male,Non proven,
Conure,Lory Aviary,J11,Sun Conure,CKRE 1083,Female,Non proven,
Conure,Lory Aviary,J11,Sun Conure,CKRE 1093,Male,Non proven,
Conure,Lory Aviary,J12,Sun Conure,CKRE 1724,Female,Non proven,
Conure,Lory Aviary,J12,Sun Conure,CKRE 1493,Male,Non proven,
Conure,Lory Aviary,J13,Sun Conure,CKRE 1727,Female,Non proven,
Conure,Lory Aviary,J13,Sun Conure,CKRE 1483,Male,Non proven,
Conure,Lory Aviary,J14,Sun Conure,CKRE 1140,Male,Non proven,
Conure,Lory Aviary,J14,Sun Conure,CKRE 1099,Female,Non proven,
Conure,Lory Aviary,J15,Sun Conure,CKRE 1306,Female,Non proven,
Conure,Lory Aviary,J15,Sun Conure,CKR E 1323,Male,Non proven,
Conure,Lory Aviary,J16,Sun Conure,CKRE 1500,Female,Non proven,
Conure,Lory Aviary,J16,Sun Conure,CKRE 1492,Male,Non proven,
Conure,Lory Aviary,J17,Sun Conure,CKRE 1961,Male,Non proven,
Conure,Lory Aviary,J17,Sun Conure,CKRE 1726,Female,Non proven,
Conure,Lory Aviary,J18,Sun Conure,CKRE 1985,Male,Non proven,
Conure,Lory Aviary,J18,Sun Conure,CKRE 1485,Female,Non proven,
Conure,Lory Aviary,J19,Sun Conure,CKRE 1766,Male,Non proven,
Conure,Lory Aviary,J19,Sun Conure,CKRE 1787,Female,Non proven,
Conure,Lory Aviary,J20,Sun Conure,CKRE 1285,Male,Non proven,
Conure,Lory Aviary,J20,Sun Conure,CKRE 1780,Female,Non proven,
Conure,Lory Aviary,J21,Sun Conure,CKRE 1123,Male,Non proven,
Conure,Lory Aviary,J21,Sun Conure,CKRE 1987,Female,Non proven,
Conure,Lory Aviary,J22,Sun Conure,CKRE 1491,Male,Non proven,
Conure,Lory Aviary,J22,Sun Conure,CKRE 1112,Female,Non proven,
Conure,Lory Aviary,K01,Sun Conure,CKRE 1056,Male,Non proven,
Conure,Lory Aviary,K01,Sun Conure,CKRE 1126,Female,Non proven,
Conure,Lory Aviary,K02,Sun Conure,CKRE 1111,Male,Non proven,
Conure,Lory Aviary,K02,Sun Conure,CKRE 1089,Female,Non proven,
Conure,Lory Aviary,K03,Sun Conure,CKRE 1114,Male,Non proven,
Conure,Lory Aviary,K03,Sun Conure,CKRE 1711,Female,Non proven,
Conure,Lory Aviary,K04,Sun Conure,CKRE 1765,Male,Non proven,
Conure,Lory Aviary,K04,Sun Conure,CKRE 1998,Female,Non proven,
Conure,Lory Aviary,K05,Sun Conure,CKRE 1827,Male,Non proven,
Conure,Lory Aviary,K05,Sun Conure,CKRE 1307,Female,Non proven,
Conure,Lory Aviary,K06,Sun Conure,CKRE 1565,Male,Non proven,
Conure,Lory Aviary,K06,Sun Conure,CKRE 1837,Female,Non proven,
Conure,Lory Aviary,K07,Sun Conure,CKRE 1495,Male,Non proven,
Conure,Lory Aviary,K07,Sun Conure,CKRE 1118,Female,Non proven,
Conure,Lory Aviary,K08,Sun Conure,CKRE 1706,Male,Non proven,
Conure,Lory Aviary,K08,Sun Conure,CKRE 1139,Female,Non proven,
Conure,Lory Aviary,K09,Sun Conure,CKRE 1131,Male,Non proven,
Conure,Lory Aviary,K09,Sun Conure,CKRE 1251,Female,Non proven,
Conure,Lory Aviary,K10,Sun Conure,CKRE 2003,Male,Non proven,
Conure,Lory Aviary,K10,Sun Conure,CKRE 2027,Female,Non proven,
Conure,Lory Aviary,K11,Sun Conure,CKRE 1497,Male,Non proven,
Conure,Lory Aviary,K11,Sun Conure,CKRE 1461,Female,Non proven,
Conure,Lory Aviary,K12,Sun Conure,CKRE 1802,Male,Non proven,
Conure,Lory Aviary,K12,Sun Conure,CKRE 1993,Female,Non proven,
Conure,Lory Aviary,K13,Sun Conure,CKRE 1767,Male,Non proven,
Conure,Lory Aviary,K13,Sun Conure,CKRE 2004,Female,Non proven,
Conure,Lory Aviary,K14,Sun Conure,CKRE 1755,Male,Non proven,
Conure,Lory Aviary,K14,Sun Conure,CKRE 1756,Female,Non proven,
Conure,Lory Aviary,K15,Sun Conure,CKRE 1478,Male,Non proven,
Conure,Lory Aviary,K15,Sun Conure,CKRE 1335,Female,Non proven,
Conure,Lory Aviary,K16,Sun Conure,CKRE 1994,Male,Non proven,
Conure,Lory Aviary,K16,Sun Conure,CKRE 1348,Female,Non proven,
Conure,Lory Aviary,K17,Sun Conure,CKRE 2000,Male,Non proven,
Conure,Lory Aviary,K17,Sun Conure,CKRE 1789,Female,Non proven,
Conure,Lory Aviary,K18,Sun Conure,CKRE 1476,Male,Non proven,
Conure,Lory Aviary,K18,Sun Conure,CKRE 1730,Female,Non proven,
Conure,Lory Aviary,K19,Sun Conure,CKRE 1533,Male,Non proven,
Conure,Lory Aviary,K19,Sun Conure,CKRE 1646,Female,Non proven,
Conure,Lory Aviary,K20,Sun Conure,CKRE 1465,Male,Non proven,
Conure,Lory Aviary,K20,Janday Conure,CKRE 1796,Female,Non proven,
Conure,Lory Aviary,K21,Sun Conure,CKRE 1760,Male,Non proven,
Conure,Lory Aviary,K21,Sun Conure,CKRE 1278,Female,Non proven,
Conure,Lory Aviary,K22,Sun Conure,CKRE 1764,Male,Non proven,
Conure,Lory Aviary,K22,Sun Conure,CKRE 1701,Female,Non proven,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1062,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1648,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 724,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun and Jandaya,CKRF 880,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1293,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 725,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 811,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 722,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1340,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF839,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF888,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF840,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun and Jandaya,No ring,NA,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRE 2002,Male,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF872,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF831,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF881,Male,Semi Adult,
Conure,Macaw Aviary,M03,Sun and Jandaya,CKRF 717,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF836,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF841,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF887,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRE 1535,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF882,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 877,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKR F 712,NA,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 862,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 827,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 151,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 878,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun and Jandaya,CKRF838,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 826,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 834,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 858,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 854,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 701,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 748,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 185,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 921,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 707,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 946,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 857,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF829,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 705,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 710,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 855,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 925,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 711,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 706,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 716,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 703,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 924,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRE 1328,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 772,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 718,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF844,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF837,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 775,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 861,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 747,Male,Semi Adult,
Conure,Macaw Aviary,M07,Janday Conure,CKRF866,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 920,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 914,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 944,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 800,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 999,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 871,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 945,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 843,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF886,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 830,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 948,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 997,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 869,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 771,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF833,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 873,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 892,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 695,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 958,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 962,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 961,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 1000,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 967,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 700,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 960,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 694,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 693,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 919,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 699,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 956,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 931,Female,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 908,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 930,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 038,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 935,Male,Semi Adult,
Conure,Macaw Aviary,M11,Janday Conure,CKRF 934,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 987,Female,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 926,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 688,Male,Semi Adult,
Conure,Macaw Aviary,M11,Sun Conure,CKRF 972,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),GB 225,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),RS 13 P 89,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Lutino),147794,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Lutino),CZ 1425,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Lutino),CKR C 289,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),LP 01 E 96013,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),CKR C 250,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),VV 03 E 85,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),GB 227,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),EK 02 06 E 130 10,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Dilute Blue),CKR B 28,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue Cinnamon) ,SBW QUP 002,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),JV 11 F 147,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),AS 12 E 407,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),AS 12 E 48314,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),AS 12 E 48814,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),AS 12 E 48714,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Green),JV 11 F 116,Male,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),CKR C 260,Female,Semi Adult,
Monk,Macaw Aviary,M12,Monk(Blue),CKR A 392/CKR A 394,Male,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRE 2070,,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRF 004,Male,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRF 006,Female,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRF 983,Female,Semi Adult,
Conure,Macaw Aviary,M13,Janday Conure,CKRF 036,Male,Semi Adult,
Conure,Macaw Aviary,M13,Janday Conure,CKRF 968,Male,Semi Adult,
Conure,Macaw Aviary,M13,Janday Conure,CKRF 907,Female,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRF 001,Female,Semi Adult,
Conure,Macaw Aviary,M13,Sun and Jandaya,CKRE 1486,Female,Semi Adult,
Conure,Macaw Aviary,M13,Sun Conure,CKRF 083,Male,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 689,Male,Semi Adult,
Conure,Macaw Aviary,M16,Sun and Jandaya,CKRF 139,Female,Semi Adult,
Conure,Macaw Aviary,M16,Janday Conure,CKRF 696,Female,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 003,Male,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 021,Male,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 082,Female,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 901,Male,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 953,Female,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 007,Female,Semi Adult,
Conure,Macaw Aviary,M16,Sun Conure,CKRF 697,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 087,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 685,Female,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 802,Female,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 804,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 824,Female,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 849,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 848,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 885,Male,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 807,Female,Semi Adult,
Conure,Macaw Aviary,M17,Sun Conure,CKRF 805,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 714,Female,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 816,Female,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 896,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 171,Female,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 147,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 188,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 850,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 822,Female,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 159,Male,Semi Adult,
Conure,Macaw Aviary,M18,Sun Conure,CKRF 897,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 715,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 890,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 803,Male,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 641,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 640,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 684,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRE 1875,Female,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRE 1878,Male,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRE 1877,Male,Semi Adult,
Conure,Macaw Aviary,M19,Sun Conure,CKRF 674,Male,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 798,Female,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 708,Female,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 702,Female,Semi Adult,
Conure,Macaw Aviary,M21,Janday Conure,CKRF 618,Female,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 979,Male,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 911,Male,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 860,Female,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 713,Female,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 856,Male,Semi Adult,
Conure,Macaw Aviary,M21,Sun Conure,CKRF 746,Male,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,GB 3172,Female,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,CKR D 346,Female,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,CKR D 151,Female,Semi Adult,
Conure,Macaw Aviary,M23,Sun Conure,GB 2866,Male,Semi Adult,
